Analyst;Site;Sampling;Day;Tree;Treatment;Square;Leaf;Original_area;Actual_area;Miner;Hemiptera
Luka;ER;B;02.05.2017;F1;wo;i;2;17.893;17.893;0;0.006
Luka;ER;B;02.05.2017;F1;wo;i;3;11.34;11.228;0;0
Luka;ER;B;02.05.2017;F1;wo;i;4;15.081;9.171;0;0
Luka;ER;B;02.05.2017;F1;wo;i;5;20.517;20.517;3.866;0.019
Luka;ER;B;02.05.2017;F1;wo;ii;1;24.302;24.302;0;0.011
Luka;ER;B;02.05.2017;F1;wo;ii;2;34.375;34.012;0.15;0.021
Luka;ER;B;02.05.2017;F1;wo;ii;3;19.481;19.13;0;0
Luka;ER;B;02.05.2017;F1;wo;ii;4;26.293;26.293;0;0
Luka;ER;B;02.05.2017;F1;wo;ii;5;39.126;39.126;0;0
Luka;ER;B;02.05.2017;F1;wo;iii;1;16.612;16.612;0;0
Luka;ER;B;02.05.2017;F1;wo;iii;2;15.283;15.283;0;0
Luka;ER;B;02.05.2017;F1;wo;iii;3;16.011;15.422;0;0.022
Luka;ER;B;02.05.2017;F1;wo;iii;4;15.731;15.731;0;0
Luka;ER;B;02.05.2017;F1;wo;iii;5;19.444;19.444;0;0
Luka;ER;B;02.05.2017;F1;wo;iv;1;19.604;19.336;0;0.008
Luka;ER;B;02.05.2017;F1;wo;iv;2;18.248;18.248;0;0.008
Luka;ER;B;02.05.2017;F1;wo;iv;3;12.697;12.697;0;0
Luka;ER;B;02.05.2017;F1;wo;iv;4;20.945;20.476;0;0.012
Luka;ER;B;02.05.2017;F1;wo;iv;5;25.089;25.089;3.111;0.065
Luka;ER;B;02.05.2017;F14;w;i;1;10.477;10.477;0;0
Luka;ER;B;02.05.2017;F14;w;i;2;12.616;12.616;0;0
Luka;ER;B;02.05.2017;F14;w;i;3;10.329;9.192;0;0
Luka;ER;B;02.05.2017;F14;w;i;4;7.728;7.444;0;0
Luka;ER;B;02.05.2017;F14;w;i;5;16.568;16.568;0;0
Luka;ER;B;02.05.2017;F14;w;ii;1;15.271;15.271;0;0.069
Luka;ER;B;02.05.2017;F14;w;ii;2;16.274;15.909;0;0.479
Luka;ER;B;02.05.2017;F14;w;ii;3;27.024;25.596;0;0.019
Luka;ER;B;02.05.2017;F14;w;ii;4;26.802;25.434;0;0.019
Luka;ER;B;02.05.2017;F14;w;ii;5;38.929;32.582;0;0.038
Luka;ER;B;02.05.2017;F14;w;iii;1;18.706;18.706;0;0
Luka;ER;B;02.05.2017;F14;w;iii;2;19.713;19.145;0;0.012
Luka;ER;B;02.05.2017;F14;w;iii;3;16.475;11.588;0;0.022
Luka;ER;B;02.05.2017;F14;w;iii;4;15.444;15.444;0;0.006
Luka;ER;B;02.05.2017;F14;w;iii;5;29.89;29.89;0;0.01
Luka;ER;B;02.05.2017;F14;w;iv;1;19.312;19.312;0;0.047
Luka;ER;B;02.05.2017;F14;w;iv;2;34.342;34.342;0;0.005
Luka;ER;B;02.05.2017;F14;w;iv;3;15.058;14.621;0;0.032
Luka;ER;B;02.05.2017;F14;w;iv;4;17.978;17.978;0;0
Luka;ER;B;02.05.2017;F14;w;iv;5;17.184;17.184;0;0
Luka;ER;B;07.05.2017;E7;w;i;1;21.09;21.09;0;0
Luka;ER;B;07.05.2017;E7;w;i;2;22.28;19.24;0;0
Luka;ER;B;07.05.2017;E7;w;i;3;21.332;21.332;0;0.001
Luka;ER;B;07.05.2017;E7;w;i;4;27.993;27.993;0;0.001
Luka;ER;B;07.05.2017;E7;w;i;5;51.26;51.115;0;0
Luka;ER;B;07.05.2017;E7;w;ii;1;11.738;11.738;0;0
Luka;ER;B;07.05.2017;E7;w;ii;2;25.184;25.184;0;0.006
Luka;ER;B;07.05.2017;E7;w;ii;3;21.088;21.088;0;0.008
Luka;ER;B;07.05.2017;E7;w;ii;4;19.092;19.092;0;0.005
Luka;ER;B;07.05.2017;E7;w;ii;5;16.189;13.62;0;0.007
Luka;ER;B;07.05.2017;E7;w;iii;1;22.78;22.78;0;0.007
Luka;ER;B;07.05.2017;E7;w;iii;2;30.6;30.328;0;0.003
Luka;ER;B;07.05.2017;E7;w;iii;3;15.62;15.62;0;0
Luka;ER;B;07.05.2017;E7;w;iii;4;24.615;23.218;0;0
Luka;ER;B;07.05.2017;E7;w;iii;5;20.214;18.439;0;0
Luka;ER;B;07.05.2017;E7;w;iv;1;69.879;69.704;0;0
Luka;ER;B;07.05.2017;E7;w;iv;2;48.288;47.737;0;0
Luka;ER;B;07.05.2017;E7;w;iv;3;16.112;16.112;0;0
Luka;ER;B;07.05.2017;E7;w;iv;4;19.581;15.727;0;0
Luka;ER;B;07.05.2017;E7;w;iv;5;25.047;25.035;0;0
Luka;ER;B;07.05.2017;G18;wo;i;1;30.184;29.985;0;0
Luka;ER;B;07.05.2017;G18;wo;i;2;24.631;20.229;0;0
Luka;ER;B;07.05.2017;G18;wo;i;3;24.992;22.302;0;0.006
Luka;ER;B;07.05.2017;G18;wo;i;4;28.878;25.973;0;0
Luka;ER;B;07.05.2017;G18;wo;i;5;4.167;4.167;0;0
Luka;ER;B;07.05.2017;G18;wo;ii;1;25.402;25.286;0;0.027
Luka;ER;B;07.05.2017;G18;wo;ii;2;29.942;17.09;0;0
Luka;ER;B;07.05.2017;G18;wo;ii;3;34.189;34.189;0;0
Luka;ER;B;07.05.2017;G18;wo;ii;4;40.797;40.797;0;0
Luka;ER;B;07.05.2017;G18;wo;ii;5;44.849;44.849;0;0
Luka;ER;B;07.05.2017;G18;wo;iii;1;21.211;21.211;0;0
Luka;ER;B;07.05.2017;G18;wo;iii;2;24.46;24.46;0;0
Luka;ER;B;07.05.2017;G18;wo;iii;3;11.08;7.423;0;0
Luka;ER;B;07.05.2017;G18;wo;iii;4;19.872;12.101;0;0.008
Luka;ER;B;07.05.2017;G18;wo;iii;5;21.62;21.62;0;0
Luka;ER;B;07.05.2017;G18;wo;iv;1;17.104;17.104;0;0
Luka;ER;B;07.05.2017;G18;wo;iv;2;28.626;23.338;0;0
Luka;ER;B;07.05.2017;G18;wo;iv;3;28.197;28.197;0;0
Luka;ER;B;07.05.2017;G18;wo;iv;4;32.946;32.946;0;0.005
Luka;ER;B;07.05.2017;G18;wo;iv;5;14.801;14.801;0;0
Luka;ER;B;07.05.2017;G5;wr;i;1;16.871;16.871;0;0
Luka;ER;B;07.05.2017;G5;wr;i;2;13.144;12.647;0;0
Luka;ER;B;07.05.2017;G5;wr;i;3;33.643;32.947;0;0.011
Luka;ER;B;07.05.2017;G5;wr;i;4;25.866;25.866;0;0
Luka;ER;B;07.05.2017;G5;wr;i;5;19.355;16.112;0;0
Luka;ER;B;07.05.2017;G5;wr;ii;1;17.283;14.585;0;0
Luka;ER;B;07.05.2017;G5;wr;ii;2;23.252;21.784;0;0
Luka;ER;B;07.05.2017;G5;wr;ii;3;17.922;17.922;0;0
Luka;ER;B;07.05.2017;G5;wr;ii;4;9.407;7.569;0;0
Luka;ER;B;07.05.2017;G5;wr;ii;5;24.376;24.376;0;0
Luka;ER;B;07.05.2017;G5;wr;iii;1;14.746;14.599;0;0.002
Luka;ER;B;07.05.2017;G5;wr;iii;2;23.347;23.347;0;0.004
Luka;ER;B;07.05.2017;G5;wr;iii;3;13.38;13.38;0;0
Luka;ER;B;07.05.2017;G5;wr;iii;4;8.227;8.227;0;0
Luka;ER;B;07.05.2017;G5;wr;iii;5;14.161;14.161;0;0
Luka;ER;B;07.05.2017;G5;wr;iv;1;14.104;14.104;0;0.004
Luka;ER;B;07.05.2017;G5;wr;iv;2;7.844;7.844;0;0
Luka;ER;B;07.05.2017;G5;wr;iv;3;14.664;14.664;0;0
Luka;ER;B;07.05.2017;G5;wr;iv;4;12.55;12.55;0;0.016
Luka;ER;B;07.05.2017;G5;wr;iv;5;16.811;16.811;0.59;0
Luka;ER;B;07.05.2017;G6;wo;i;1;38.455;36.955;0;0
Luka;ER;B;07.05.2017;G6;wo;i;2;21.014;21.014;0;0
Luka;ER;B;07.05.2017;G6;wo;i;3;31.448;31.448;0;0
Luka;ER;B;07.05.2017;G6;wo;i;4;18.619;18.619;0;0
Luka;ER;B;07.05.2017;G6;wo;i;5;31.156;31.156;0;0
Luka;ER;B;07.05.2017;G6;wo;ii;1;9.46;9.46;0;0.008
Luka;ER;B;07.05.2017;G6;wo;ii;2;16.215;16.215;0;0
Luka;ER;B;07.05.2017;G6;wo;ii;3;18.369;18.369;0;0
Luka;ER;B;07.05.2017;G6;wo;ii;4;22.401;22.401;0;0.008
Luka;ER;B;07.05.2017;G6;wo;ii;5;23.129;18.763;0;0
Luka;ER;B;07.05.2017;G6;wo;iii;1;14.205;14.205;0;0
Luka;ER;B;07.05.2017;G6;wo;iii;2;25.628;25.628;0;0
Luka;ER;B;07.05.2017;G6;wo;iii;3;27.329;22.263;0;0
Luka;ER;B;07.05.2017;G6;wo;iii;4;29.502;29.502;0;0.013
Luka;ER;B;07.05.2017;G6;wo;iii;5;46.603;46.603;0;0
Luka;ER;B;07.05.2017;G6;wo;iv;1;21.516;21.152;0;0
Luka;ER;B;07.05.2017;G6;wo;iv;2;14.625;14.625;0;0
Luka;ER;B;07.05.2017;G6;wo;iv;3;21.334;21.334;0;0
Luka;ER;B;07.05.2017;G6;wo;iv;4;26.485;26.485;0;0
Luka;ER;B;07.05.2017;G6;wo;iv;5;18.543;18.077;0;0
Luka;ER;B;07.05.2017;G7;w;i;1;48.736;48.736;0;0
Luka;ER;B;07.05.2017;G7;w;i;2;21.644;21.644;0;0
Luka;ER;B;07.05.2017;G7;w;i;3;31.338;31.338;0;0
Luka;ER;B;07.05.2017;G7;w;i;4;14.676;14.676;0;0.002
Luka;ER;B;07.05.2017;G7;w;i;5;21.283;21.283;0;0.008
Luka;ER;B;07.05.2017;G7;w;ii;1;12.851;12.851;0;0
Luka;ER;B;07.05.2017;G7;w;ii;2;11.031;11.031;0;0
Luka;ER;B;07.05.2017;G7;w;ii;3;31.993;31.956;0;0
Luka;ER;B;07.05.2017;G7;w;ii;4;14.349;14.349;0;0
Luka;ER;B;07.05.2017;G7;w;ii;5;31.592;30.39;0;0
Luka;ER;B;07.05.2017;G7;w;iii;1;9.806;9.806;0;0
Luka;ER;B;07.05.2017;G7;w;iii;2;14.861;10.197;0;0
Luka;ER;B;07.05.2017;G7;w;iii;3;23.01;23.01;0;0
Luka;ER;B;07.05.2017;G7;w;iii;4;18.95;18.825;0;0
Luka;ER;B;07.05.2017;G7;w;iii;5;10.277;10.277;0;0
Luka;ER;B;07.05.2017;G7;w;iv;1;9.464;9.464;0;0
Luka;ER;B;07.05.2017;G7;w;iv;2;22.083;22.083;0;0
Luka;ER;B;07.05.2017;G7;w;iv;3;29.236;17.298;0;0
Luka;ER;B;07.05.2017;G7;w;iv;4;49.924;49.924;2.142;0.003
Luka;ER;B;07.05.2017;G7;w;iv;5;57.587;57.587;0;0.014
Luka;ER;B;07.05.2017;H6;wo;i;1;16.374;16.374;0;0
Luka;ER;B;07.05.2017;H6;wo;i;2;18.227;18.227;0;0.005
Luka;ER;B;07.05.2017;H6;wo;i;3;32.279;28.544;0;0.007
Luka;ER;B;07.05.2017;H6;wo;i;4;19.027;19.027;0;0
Luka;ER;B;07.05.2017;H6;wo;i;5;14.353;14.353;0;0
Luka;ER;B;07.05.2017;H6;wo;ii;1;15.553;15.553;0;0
Luka;ER;B;07.05.2017;H6;wo;ii;2;16.257;16.257;0;0
Luka;ER;B;07.05.2017;H6;wo;ii;3;22.312;22.312;0;0
Luka;ER;B;07.05.2017;H6;wo;ii;4;22.177;16.056;0;0
Luka;ER;B;07.05.2017;H6;wo;ii;5;10.586;10.586;0;0
Luka;ER;B;07.05.2017;H6;wo;iii;1;18.365;18.175;0;0
Luka;ER;B;07.05.2017;H6;wo;iii;2;22.903;22.903;0;0
Luka;ER;B;07.05.2017;H6;wo;iii;3;16.604;16.604;0;0
Luka;ER;B;07.05.2017;H6;wo;iii;4;30.793;30.436;0;0
Luka;ER;B;07.05.2017;H6;wo;iii;5;34.096;33.898;0;0
Luka;ER;B;07.05.2017;H6;wo;iv;1;44.545;44.545;1.868;0
Luka;ER;B;07.05.2017;H6;wo;iv;2;16.49;16.49;0;0
Luka;ER;B;07.05.2017;H6;wo;iv;3;21.268;21.268;0;0
Luka;ER;B;07.05.2017;H6;wo;iv;4;30.608;30.608;0;0
Luka;ER;B;07.05.2017;H6;wo;iv;5;12.82;12.82;0;0
Luka;ER;B;07.05.2017;I3;wo;i;1;25.158;22.286;0;0.006
Luka;ER;B;07.05.2017;I3;wo;i;2;19.62;19.62;0;0
Luka;ER;B;07.05.2017;I3;wo;i;3;19.11;19.11;0;0
Luka;ER;B;07.05.2017;I3;wo;i;4;24.461;24.461;0;0
Luka;ER;B;07.05.2017;I3;wo;i;5;24.54;24.54;0;0
Luka;ER;B;07.05.2017;I3;wo;ii;1;30.203;30.203;0;0
Luka;ER;B;07.05.2017;I3;wo;ii;2;19.795;19.795;0;0
Luka;ER;B;07.05.2017;I3;wo;ii;3;15.149;13.747;1.788;0
Luka;ER;B;07.05.2017;I3;wo;ii;4;33.839;33.839;0;0
Luka;ER;B;07.05.2017;I3;wo;ii;5;26.935;26.935;0;0
Luka;ER;B;07.05.2017;I3;wo;iii;1;29.354;28.943;0;0
Luka;ER;B;07.05.2017;I3;wo;iii;2;24.065;24.065;0;0
Luka;ER;B;07.05.2017;I3;wo;iii;3;49.12;46.903;0;0.027
Luka;ER;B;07.05.2017;I3;wo;iii;4;31.919;30.652;0;0
Luka;ER;B;07.05.2017;I3;wo;iii;5;36.943;35.877;0;0
Luka;ER;B;07.05.2017;I3;wo;iv;1;34.896;34.896;0;0
Luka;ER;B;07.05.2017;I3;wo;iv;2;25.395;25.395;1.968;0
Luka;ER;B;07.05.2017;I3;wo;iv;3;19.858;19.858;0;0
Luka;ER;B;07.05.2017;I3;wo;iv;4;31.516;19.675;0;0
Luka;ER;B;07.05.2017;I3;wo;iv;5;NA;NA;NA;NA
Luka;ER;B;07.05.2017;N1;wr;i;1;22.282;22.282;0;0
Luka;ER;B;07.05.2017;N1;wr;i;2;22.159;22.159;0;0
Luka;ER;B;07.05.2017;N1;wr;i;3;54.436;54.436;0.996;0.025
Luka;ER;B;07.05.2017;N1;wr;i;4;14.876;14.8;0;0
Luka;ER;B;07.05.2017;N1;wr;i;5;20.512;20.512;0;0
Luka;ER;B;07.05.2017;N1;wr;ii;1;31.627;25.762;0;0
Luka;ER;B;07.05.2017;N1;wr;ii;2;30.77;30.77;0;0
Luka;ER;B;07.05.2017;N1;wr;ii;3;23.912;23.912;0;0
Luka;ER;B;07.05.2017;N1;wr;ii;4;20.656;20.656;0;0.01
Luka;ER;B;07.05.2017;N1;wr;ii;5;31.465;31.465;0;0
Luka;ER;B;07.05.2017;N1;wr;iii;1;30.937;30.937;0;0
Luka;ER;B;07.05.2017;N1;wr;iii;2;17.015;16.174;0;0
Luka;ER;B;07.05.2017;N1;wr;iii;3;40.062;39.114;0;0
Luka;ER;B;07.05.2017;N1;wr;iii;4;24.133;23.401;0;0.072
Luka;ER;B;07.05.2017;N1;wr;iii;5;27.909;27.909;0;0
Luka;ER;B;07.05.2017;N1;wr;iv;1;30.782;30.782;0;0
Luka;ER;B;07.05.2017;N1;wr;iv;2;37.223;37.223;2.49;0
Luka;ER;B;07.05.2017;N1;wr;iv;3;20.736;17.799;0;0
Luka;ER;B;07.05.2017;N1;wr;iv;4;13.837;13.837;0;0
Luka;ER;B;07.05.2017;N1;wr;iv;5;18.971;18.971;0;0
Luka;ER;B;10.05.2017;L8;wr;i;1;32.517;32.172;0;0
Luka;ER;B;10.05.2017;L8;wr;i;2;52.633;52.633;0;0
Luka;ER;B;10.05.2017;L8;wr;i;3;25.928;25.928;0;0
Luka;ER;B;10.05.2017;L8;wr;i;4;27.867;27.635;0;0
Luka;ER;B;10.05.2017;L8;wr;i;5;40.496;40.496;0;0
Luka;ER;B;10.05.2017;L8;wr;ii;1;28.543;28.543;0;0
Luka;ER;B;10.05.2017;L8;wr;ii;2;47.583;47.583;0;0
Luka;ER;B;10.05.2017;L8;wr;ii;3;33.236;31.436;0;0
Luka;ER;B;10.05.2017;L8;wr;ii;4;29.378;29.378;0;0
Luka;ER;B;10.05.2017;L8;wr;ii;5;17.58;16.486;1.3187;0
Luka;ER;B;10.05.2017;L8;wr;iii;1;24.426;24.335;0;0.015
Luka;ER;B;10.05.2017;L8;wr;iii;2;29.379;27.56;0;0
Luka;ER;B;10.05.2017;L8;wr;iii;3;20.86;20.583;0;0.026
Luka;ER;B;10.05.2017;L8;wr;iii;4;30.518;30.518;0;0
Luka;ER;B;10.05.2017;L8;wr;iii;5;42.144;41.61;0;0
Luka;ER;B;10.05.2017;L8;wr;iv;1;42.392;20.801;3.054;0
Luka;ER;B;10.05.2017;L8;wr;iv;2;27.476;27.476;0;0
Luka;ER;B;10.05.2017;L8;wr;iv;3;40.765;40.765;0;0.012
Luka;ER;B;10.05.2017;L8;wr;iv;4;30.643;27.603;0;0
Luka;ER;B;10.05.2017;L8;wr;iv;5;33.022;32.641;0;0.02
Luka;ER;B;10.05.2017;M1;wo;i;1;16.932;16.932;0;0
Luka;ER;B;10.05.2017;M1;wo;i;2;38.733;38.733;0;0.011
Luka;ER;B;10.05.2017;M1;wo;i;3;22.969;22.817;0;0.014
Luka;ER;B;10.05.2017;M1;wo;i;4;21.072;19.387;0;0.014
Luka;ER;B;10.05.2017;M1;wo;i;5;15.332;15.332;0;0
Luka;ER;B;10.05.2017;M1;wo;ii;1;15.877;15.877;0;0.01
Luka;ER;B;10.05.2017;M1;wo;ii;2;40.183;37.806;0;0
Luka;ER;B;10.05.2017;M1;wo;ii;3;16.316;15.868;0;0.006
Luka;ER;B;10.05.2017;M1;wo;ii;4;33.521;33.521;0;0.01
Luka;ER;B;10.05.2017;M1;wo;ii;5;22.956;22.569;0;0
Luka;ER;B;10.05.2017;M1;wo;iii;1;17.144;17.144;0;0.029
Luka;ER;B;10.05.2017;M1;wo;iii;2;21.525;21.525;0;0
Luka;ER;B;10.05.2017;M1;wo;iii;3;14.426;14.426;0;0.004
Luka;ER;B;10.05.2017;M1;wo;iii;4;14.845;14.845;0;0
Luka;ER;B;10.05.2017;M1;wo;iii;5;14.403;14.403;0;0
Luka;ER;B;10.05.2017;M1;wo;iv;1;15.783;13.281;0;0.016
Luka;ER;B;10.05.2017;M1;wo;iv;2;28.585;28.585;0;0.013
Luka;ER;B;10.05.2017;M1;wo;iv;3;45.176;32.916;0;0
Luka;ER;B;10.05.2017;M1;wo;iv;4;18.235;18.235;0;0
Luka;ER;B;10.05.2017;M1;wo;iv;5;10.754;10.754;0;0
Luka;ER;B;10.05.2017;M12;w;i;1;21.574;21.574;0.594;0
Luka;ER;B;10.05.2017;M12;w;i;2;29.235;29.235;0;0
Luka;ER;B;10.05.2017;M12;w;i;3;25.92;25.92;0;0.344
Luka;ER;B;10.05.2017;M12;w;i;4;16.528;16.528;0;0.673
Luka;ER;B;10.05.2017;M12;w;i;5;21.537;21.537;0;0
Luka;ER;B;10.05.2017;M12;w;ii;1;13.906;13.906;0;0.018
Luka;ER;B;10.05.2017;M12;w;ii;2;24.486;21.992;0;0
Luka;ER;B;10.05.2017;M12;w;ii;3;19.422;19.422;0;0.008
Luka;ER;B;10.05.2017;M12;w;ii;4;9.164;8.566;0;0.003
Luka;ER;B;10.05.2017;M12;w;ii;5;12.154;12.154;0;0
Luka;ER;B;10.05.2017;M12;w;iii;1;62.18;60.594;0;0.014
Luka;ER;B;10.05.2017;M12;w;iii;2;66.77;63.481;0;0.059
Luka;ER;B;10.05.2017;M12;w;iii;3;20.706;20.066;0;0
Luka;ER;B;10.05.2017;M12;w;iii;4;47.847;47.847;0;0
Luka;ER;B;10.05.2017;M12;w;iii;5;26.451;26.451;0;0
Luka;ER;B;10.05.2017;M12;w;iv;1;32.617;32.089;0;0.023
Luka;ER;B;10.05.2017;M12;w;iv;2;26.049;25.621;0;0.003
Luka;ER;B;10.05.2017;M12;w;iv;3;16.354;15.577;0;0
Luka;ER;B;10.05.2017;M12;w;iv;4;33.432;33.432;0;0
Luka;ER;B;10.05.2017;M12;w;iv;5;19.467;19.467;0;0
Luka;ER;B;10.05.2017;N10;w;i;1;53.215;51.976;0;0.071
Luka;ER;B;10.05.2017;N10;w;i;2;28.352;26.904;0.097;0
Luka;ER;B;10.05.2017;N10;w;i;3;25.001;25.001;0;0
Luka;ER;B;10.05.2017;N10;w;i;4;25.515;24.626;0;0
Luka;ER;B;10.05.2017;N10;w;i;5;7.258;6.485;0;0
Luka;ER;B;10.05.2017;N10;w;ii;1;25.38;25.38;0;0.376
Luka;ER;B;10.05.2017;N10;w;ii;2;10.739;10.739;1.726;0
Luka;ER;B;10.05.2017;N10;w;ii;3;16.772;16.772;0;0
Luka;ER;B;10.05.2017;N10;w;ii;4;25.242;25.242;0;0.029
Luka;ER;B;10.05.2017;N10;w;ii;5;24.721;24.721;0;0.005
Luka;ER;B;10.05.2017;N10;w;iii;1;27.396;21.006;0.114;0
Luka;ER;B;10.05.2017;N10;w;iii;2;27.745;27.745;0;0.004
Luka;ER;B;10.05.2017;N10;w;iii;3;12.217;12.217;0;0.014
Luka;ER;B;10.05.2017;N10;w;iii;4;23.87;23.87;0;0.033
Luka;ER;B;10.05.2017;N10;w;iii;5;18.594;18.594;0;0
Luka;ER;B;10.05.2017;N10;w;iv;1;22.684;20.072;0;0
Luka;ER;B;10.05.2017;N10;w;iv;2;16.814;16.009;0;0
Luka;ER;B;10.05.2017;N10;w;iv;3;12.985;12.961;0;0.023
Luka;ER;B;10.05.2017;N10;w;iv;4;20.579;20.491;0;0.011
Luka;ER;B;10.05.2017;N10;w;iv;5;19.696;15.566;0;0.002
Luka;ER;B;10.05.2017;O9;wr;i;1;21.329;21.329;0;0.005
Luka;ER;B;10.05.2017;O9;wr;i;2;33.253;32.382;0;0.04
Luka;ER;B;10.05.2017;O9;wr;i;3;30.222;29.63;0;0.001
Luka;ER;B;10.05.2017;O9;wr;i;4;31.417;30.723;0;0.004
Luka;ER;B;10.05.2017;O9;wr;i;5;10.47;10.47;0;0
Luka;ER;B;10.05.2017;O9;wr;ii;1;10.02;10.02;0;0.018
Luka;ER;B;10.05.2017;O9;wr;ii;2;17.578;17.578;0;0
Luka;ER;B;10.05.2017;O9;wr;ii;3;13.711;13.711;0;0
Luka;ER;B;10.05.2017;O9;wr;ii;4;33.581;33.581;0;0
Luka;ER;B;10.05.2017;O9;wr;ii;5;25.04;23.708;0;0.01
Luka;ER;B;10.05.2017;O9;wr;iii;1;57.296;57.296;3.183;0.011
Luka;ER;B;10.05.2017;O9;wr;iii;2;21.642;21.642;0;0.018
Luka;ER;B;10.05.2017;O9;wr;iii;3;18.453;18.453;0;0
Luka;ER;B;10.05.2017;O9;wr;iii;4;29.076;27.43;0;0.003
Luka;ER;B;10.05.2017;O9;wr;iii;5;NA;NA;NA;NA
Luka;ER;B;10.05.2017;O9;wr;iv;1;39.244;38.752;0;0.053
Luka;ER;B;10.05.2017;O9;wr;iv;2;28.386;28.386;0;0.009
Luka;ER;B;10.05.2017;O9;wr;iv;3;26.144;26.144;2.409;0
Luka;ER;B;10.05.2017;O9;wr;iv;4;24.756;24.756;1.688;0
Luka;ER;B;10.05.2017;O9;wr;iv;5;20.062;20.062;0;0.042
Luka;ER;B;10.05.2017;P5;wo;i;1;14.705;14.705;0;0
Luka;ER;B;10.05.2017;P5;wo;i;2;28.576;28.576;0;0
Luka;ER;B;10.05.2017;P5;wo;i;3;40.318;40.318;0;0
Luka;ER;B;10.05.2017;P5;wo;i;4;29.985;25.99;0;0
Luka;ER;B;10.05.2017;P5;wo;i;5;27.909;27.909;0;0
Luka;ER;B;10.05.2017;P5;wo;ii;1;30.111;30.111;2.921;0
Luka;ER;B;10.05.2017;P5;wo;ii;2;29.923;29.923;0;0
Luka;ER;B;10.05.2017;P5;wo;ii;3;18.377;17.86;0;0.002
Luka;ER;B;10.05.2017;P5;wo;ii;4;28.865;24.603;0;0.014
Luka;ER;B;10.05.2017;P5;wo;ii;5;15.45;6.81;0;0
Luka;ER;B;10.05.2017;P5;wo;iii;1;32.616;32.616;0;0.193
Luka;ER;B;10.05.2017;P5;wo;iii;2;39.931;39.931;0;0.009
Luka;ER;B;10.05.2017;P5;wo;iii;3;16.37;16.111;0;0
Luka;ER;B;10.05.2017;P5;wo;iii;4;38.757;38.757;0;0
Luka;ER;B;10.05.2017;P5;wo;iii;5;64.943;64.811;3.101;0
Luka;ER;B;10.05.2017;P5;wo;iv;1;41.177;38.324;0.725;0
Luka;ER;B;10.05.2017;P5;wo;iv;2;23.409;23.409;0;0.012
Luka;ER;B;10.05.2017;P5;wo;iv;3;17.588;17.588;0;0
Luka;ER;B;10.05.2017;P5;wo;iv;4;24.963;24.299;0;0.017
Luka;ER;B;10.05.2017;P5;wo;iv;5;27.525;27.525;0;0
Luka;ER;B;10.05.2017;U1;wo;i;1;36.106;35.91;0;0.016
Luka;ER;B;10.05.2017;U1;wo;i;2;21.222;21.222;0;0
Luka;ER;B;10.05.2017;U1;wo;i;3;18.827;18.827;0;0
Luka;ER;B;10.05.2017;U1;wo;i;4;19.07;19.07;0;0
Luka;ER;B;10.05.2017;U1;wo;i;5;12.222;12.222;0;0
Luka;ER;B;10.05.2017;U1;wo;ii;1;18.8;18.8;0;0.098
Luka;ER;B;10.05.2017;U1;wo;ii;2;16.356;14.141;0;0
Luka;ER;B;10.05.2017;U1;wo;ii;3;18.061;16.787;0;0
Luka;ER;B;10.05.2017;U1;wo;ii;4;23.324;22.636;0;0.017
Luka;ER;B;10.05.2017;U1;wo;ii;5;27.72;25.441;0;0
Luka;ER;B;10.05.2017;U1;wo;iii;1;24.94;24.211;0;0.011
Luka;ER;B;10.05.2017;U1;wo;iii;2;21.509;21.324;0;0
Luka;ER;B;10.05.2017;U1;wo;iii;3;17.773;17.773;0;0
Luka;ER;B;10.05.2017;U1;wo;iii;4;15.345;15.345;0;0
Luka;ER;B;10.05.2017;U1;wo;iii;5;10.566;10.566;0;0
Luka;ER;B;10.05.2017;U1;wo;iv;1;16.544;16.544;1.413;0
Luka;ER;B;10.05.2017;U1;wo;iv;2;11.3;11.241;2.314;0.009
Luka;ER;B;10.05.2017;U1;wo;iv;3;23.915;23.684;0;0.047
Luka;ER;B;10.05.2017;U1;wo;iv;4;14.398;14.398;0;0.056
Luka;ER;B;10.05.2017;U1;wo;iv;5;10.744;10.158;0;0
Luka;ER;B;10.05.2017;V2;wo;i;1;17.685;15.717;0;0
Luka;ER;B;10.05.2017;V2;wo;i;2;35.438;33.293;0;0.014
Luka;ER;B;10.05.2017;V2;wo;i;3;13.125;13.125;0;0
Luka;ER;B;10.05.2017;V2;wo;i;4;16.938;16.938;0;0
Luka;ER;B;10.05.2017;V2;wo;i;5;12.23;11.392;0;0.002
Luka;ER;B;10.05.2017;V2;wo;ii;1;22.788;22.788;0;0.01
Luka;ER;B;10.05.2017;V2;wo;ii;2;18.215;18.215;0;0.005
Luka;ER;B;10.05.2017;V2;wo;ii;3;12.04;12.04;0;0
Luka;ER;B;10.05.2017;V2;wo;ii;4;22.357;22.357;0;0
Luka;ER;B;10.05.2017;V2;wo;ii;5;56.441;56.441;0.175;0.008
Luka;ER;B;10.05.2017;V2;wo;iii;1;16.992;16.992;0;0
Luka;ER;B;10.05.2017;V2;wo;iii;2;34.736;34.736;0;0
Luka;ER;B;10.05.2017;V2;wo;iii;3;25.897;25.897;0;0
Luka;ER;B;10.05.2017;V2;wo;iii;4;19.702;17.534;0;0.261
Luka;ER;B;10.05.2017;V2;wo;iii;5;18.25;18.25;0;0.012
Luka;ER;B;10.05.2017;V2;wo;iv;1;23.102;23.102;0;0
