Analyst;Site;Sampling;Day;Tree;Treatment;Square;Leaf;Original_area;Actual_area;Miner;Hemiptera
Agnia;CP;A;04.07.2017;F1;wo;i;1;26.731;26.731;0;0.005
Agnia;CP;A;04.07.2017;F1;wo;i;2;14.965;14.362;0;0
Agnia;CP;A;04.07.2017;F1;wo;i;3;15.82;15.82;0;0.038
Agnia;CP;A;04.07.2017;F1;wo;i;4;11.487;11.487;0;0
Agnia;CP;A;04.07.2017;F1;wo;i;5;7.33;5.867;0;0.499
Agnia;CP;A;04.07.2017;F1;wo;ii;1;21.076;20.878;0;0
Agnia;CP;A;04.07.2017;F1;wo;ii;2;22.139;22.139;0.084;0
Agnia;CP;A;04.07.2017;F1;wo;ii;3;13.315;13.315;0.39;0
Agnia;CP;A;04.07.2017;F1;wo;ii;4;14.08;14.08;0;0
Agnia;CP;A;04.07.2017;F1;wo;ii;5;8.231;8.231;0;0
Agnia;CP;A;04.07.2017;F1;wo;iii;1;22.793;22.793;0;0
Agnia;CP;A;04.07.2017;F1;wo;iii;2;16.78;16.78;1.038;0.037
Agnia;CP;A;04.07.2017;F1;wo;iii;3;28.823;28.823;0;0.044
Agnia;CP;A;04.07.2017;F1;wo;iii;4;21.615;21.137;0;0
Agnia;CP;A;04.07.2017;F1;wo;iii;5;14.419;14.419;1.502;0
Agnia;CP;A;04.07.2017;F1;wo;iv;1;22.732;22.5;1.643;0
Agnia;CP;A;04.07.2017;F1;wo;iv;2;20.967;20.967;0;0
Agnia;CP;A;04.07.2017;F1;wo;iv;3;17.963;17.963;0;0
Agnia;CP;A;04.07.2017;F1;wo;iv;4;22.231;22.231;0.737;1.063
Agnia;CP;A;04.07.2017;F1;wo;iv;5;16.898;16.875;0;0
Agnia;CP;A;04.07.2017;F6;wo;i;1;22.342;22.342;0;0
Agnia;CP;A;04.07.2017;F6;wo;i;2;21.853;21.853;0;0
Agnia;CP;A;04.07.2017;F6;wo;i;3;5.952;4.566;0;0
Agnia;CP;A;04.07.2017;F6;wo;i;4;17.086;17.086;0;0
Agnia;CP;A;04.07.2017;F6;wo;i;5;4.243;4.243;1.516;0
Agnia;CP;A;04.07.2017;F6;wo;ii;1;19.437;19.437;0;0
Agnia;CP;A;04.07.2017;F6;wo;ii;2;4.022;3.865;0;0.004
Agnia;CP;A;04.07.2017;F6;wo;ii;3;10.59;10.59;0;0
Agnia;CP;A;04.07.2017;F6;wo;ii;4;7.108;6.451;0.657;0.066
Agnia;CP;A;04.07.2017;F6;wo;ii;5;10.634;10.634;0;0
Agnia;CP;A;04.07.2017;F6;wo;iii;1;22.238;22.11;0;0
Agnia;CP;A;04.07.2017;F6;wo;iii;2;12.244;12.244;0;0
Agnia;CP;A;04.07.2017;F6;wo;iii;3;9.735;9.735;0;0
Agnia;CP;A;04.07.2017;F6;wo;iii;4;14.597;14.597;0;0
Agnia;CP;A;04.07.2017;F6;wo;iii;5;9.657;8.818;0;0
Agnia;CP;A;04.07.2017;F6;wo;iv;1;11.507;11.507;0;0
Agnia;CP;A;04.07.2017;F6;wo;iv;2;12.886;12.886;0;0
Agnia;CP;A;04.07.2017;F6;wo;iv;3;6.781;6.697;0;0
Agnia;CP;A;04.07.2017;F6;wo;iv;4;10.802;10.701;0;0
Agnia;CP;A;04.07.2017;F6;wo;iv;5;7.771;7.771;0;0
Agnia;CP;A;04.07.2017;G1;wo;i;1;24.87;24.87;0;0
Agnia;CP;A;04.07.2017;G1;wo;i;2;19.557;19.557;0;0.014
Agnia;CP;A;04.07.2017;G1;wo;i;3;33.946;33.946;0.281;0.005
Agnia;CP;A;04.07.2017;G1;wo;i;4;24.638;23.643;3.459;0
Agnia;CP;A;04.07.2017;G1;wo;i;5;23.052;23.052;0;0
Agnia;CP;A;04.07.2017;G1;wo;ii;1;14.203;14.203;0.662;0.1
Agnia;CP;A;04.07.2017;G1;wo;ii;2;14.576;10.588;0.149;0
Agnia;CP;A;04.07.2017;G1;wo;ii;3;30.705;30.705;1.276;0
Agnia;CP;A;04.07.2017;G1;wo;ii;4;14.292;14.161;0.621;0.102
Agnia;CP;A;04.07.2017;G1;wo;ii;5;17.487;17.487;0;0
Agnia;CP;A;04.07.2017;G1;wo;iii;1;32.97;32.97;0;0.005
Agnia;CP;A;04.07.2017;G1;wo;iii;2;14.007;14.007;0;0.016
Agnia;CP;A;04.07.2017;G1;wo;iii;3;10.294;10.205;0;0
Agnia;CP;A;04.07.2017;G1;wo;iii;4;16.384;16.384;0;0
Agnia;CP;A;04.07.2017;G1;wo;iii;5;8.464;7.733;0;0
Agnia;CP;A;04.07.2017;G1;wo;iv;1;39.086;39.086;0;0
Agnia;CP;A;04.07.2017;G1;wo;iv;2;15.252;15.252;0;0
Agnia;CP;A;04.07.2017;G1;wo;iv;3;28.486;28.486;0;0
Agnia;CP;A;04.07.2017;G1;wo;iv;4;20.026;19.327;0.395;0
Agnia;CP;A;04.07.2017;G1;wo;iv;5;10.083;9.841;0;0
Agnia;CP;A;04.07.2017;H1;wo;i;1;21.035;21.035;0;0
Agnia;CP;A;04.07.2017;H1;wo;i;2;17.677;16.811;0;0
Agnia;CP;A;04.07.2017;H1;wo;i;3;17.596;17.596;0;0
Agnia;CP;A;04.07.2017;H1;wo;i;4;20.721;20.721;0;0
Agnia;CP;A;04.07.2017;H1;wo;i;5;24.847;24.847;0;0
Agnia;CP;A;04.07.2017;H1;wo;ii;1;22.783;22.783;0;0
Agnia;CP;A;04.07.2017;H1;wo;ii;2;15.533;15.533;0;0
Agnia;CP;A;04.07.2017;H1;wo;ii;3;17.548;17.248;0;0
Agnia;CP;A;04.07.2017;H1;wo;ii;4;10.156;9.281;0;0
Agnia;CP;A;04.07.2017;H1;wo;ii;5;8.984;8.984;0;0
Agnia;CP;A;04.07.2017;H1;wo;iii;1;29.737;29.14;0;0.01
Agnia;CP;A;04.07.2017;H1;wo;iii;2;13.338;13.182;0.361;0
Agnia;CP;A;04.07.2017;H1;wo;iii;3;12.263;12.029;0;0.015
Agnia;CP;A;04.07.2017;H1;wo;iii;4;5.051;3.905;0;0.156
Agnia;CP;A;04.07.2017;H1;wo;iii;5;8.428;5.633;0;0
Agnia;CP;A;04.07.2017;H1;wo;iv;1;22.86;20.269;0;0
Agnia;CP;A;04.07.2017;H1;wo;iv;2;24.769;23.044;0;0.083
Agnia;CP;A;04.07.2017;H1;wo;iv;3;12.53;11.959;0;0.003
Agnia;CP;A;04.07.2017;H1;wo;iv;4;17.909;16.985;0;0
Agnia;CP;A;04.07.2017;H1;wo;iv;5;19.949;19.949;0;0
Agnia;CP;A;04.07.2017;I9;w;i;1;24.033;24.033;0;0
Agnia;CP;A;04.07.2017;I9;w;i;2;11.61;11.61;0;0
Agnia;CP;A;04.07.2017;I9;w;i;3;16.977;16.313;0;0.093
Agnia;CP;A;04.07.2017;I9;w;i;4;11.721;8.915;0;0.055
Agnia;CP;A;04.07.2017;I9;w;i;5;7.883;7.883;0;0
Agnia;CP;A;04.07.2017;I9;w;ii;1;19.322;19.322;0;0.005
Agnia;CP;A;04.07.2017;I9;w;ii;2;11.642;11.428;0;0.003
Agnia;CP;A;04.07.2017;I9;w;ii;3;12.863;12.557;0;0.177
Agnia;CP;A;04.07.2017;I9;w;ii;4;17.69;15.986;0;0
Agnia;CP;A;04.07.2017;I9;w;ii;5;10.176;10.176;0.476;0
Agnia;CP;A;04.07.2017;I9;w;iii;1;17.27;17.27;0;0
Agnia;CP;A;04.07.2017;I9;w;iii;2;19.835;19.359;0;0.048
Agnia;CP;A;04.07.2017;I9;w;iii;3;15.371;15.371;0;0
Agnia;CP;A;04.07.2017;I9;w;iii;4;19.303;19.303;0;0
Agnia;CP;A;04.07.2017;I9;w;iii;5;20.422;20.422;0;0
Agnia;CP;A;04.07.2017;I9;w;iv;1;12.766;12.242;0;0
Agnia;CP;A;04.07.2017;I9;w;iv;2;17.423;17.423;0;0.026
Agnia;CP;A;04.07.2017;I9;w;iv;3;9.723;9.723;0;0
Agnia;CP;A;04.07.2017;I9;w;iv;4;8.842;8.842;0;0
Agnia;CP;A;04.07.2017;I9;w;iv;5;11.854;11.854;0;0
Agnia;CP;A;04.07.2017;J6;wr;i;1;29.929;29.922;0;0.006
Agnia;CP;A;04.07.2017;J6;wr;i;2;11.155;11.155;0;0
Agnia;CP;A;04.07.2017;J6;wr;i;3;13.355;13.355;0;0.003
Agnia;CP;A;04.07.2017;J6;wr;i;4;13.212;13.212;0;0.006
Agnia;CP;A;04.07.2017;J6;wr;i;5;16.495;16.495;0;0
Agnia;CP;A;04.07.2017;J6;wr;ii;1;27.293;26.236;0;0.098
Agnia;CP;A;04.07.2017;J6;wr;ii;2;18.104;16.585;0;0
Agnia;CP;A;04.07.2017;J6;wr;ii;3;12.568;12.568;0;0
Agnia;CP;A;04.07.2017;J6;wr;ii;4;13.282;13.282;0;0
Agnia;CP;A;04.07.2017;J6;wr;ii;5;5.491;5.491;0;0
Agnia;CP;A;04.07.2017;J6;wr;iii;1;14.557;14.557;0;0
Agnia;CP;A;04.07.2017;J6;wr;iii;2;15.767;13.153;0;0.985
Agnia;CP;A;04.07.2017;J6;wr;iii;3;25.6;25.512;0;0.014
Agnia;CP;A;04.07.2017;J6;wr;iii;4;8.825;6.55;0;0
Agnia;CP;A;04.07.2017;J6;wr;iii;5;17.209;17.209;0;0.107
Agnia;CP;A;04.07.2017;J6;wr;iv;1;12.259;11.538;0;0.008
Agnia;CP;A;04.07.2017;J6;wr;iv;2;10.755;10.755;0;0.019
Agnia;CP;A;04.07.2017;J6;wr;iv;3;19.685;19.466;0;0.05
Agnia;CP;A;04.07.2017;J6;wr;iv;4;13.362;13.362;0;0
Agnia;CP;A;04.07.2017;J6;wr;iv;5;17.021;17.021;0;0
Agnia;CP;A;04.07.2017;J8;wr;i;1;31.81;31.81;0;0
Agnia;CP;A;04.07.2017;J8;wr;i;2;19.463;19.316;0;0.167
Agnia;CP;A;04.07.2017;J8;wr;i;3;15.569;11.876;0;2.644
Agnia;CP;A;04.07.2017;J8;wr;i;4;14.232;14.232;0;0.018
Agnia;CP;A;04.07.2017;J8;wr;i;5;15.487;15.487;0;0
Agnia;CP;A;04.07.2017;J8;wr;ii;1;24.232;24.232;0;0
Agnia;CP;A;04.07.2017;J8;wr;ii;2;18.197;18.126;0;0
Agnia;CP;A;04.07.2017;J8;wr;ii;3;17.213;17.213;0;0
Agnia;CP;A;04.07.2017;J8;wr;ii;4;23.422;20.803;0;0.102
Agnia;CP;A;04.07.2017;J8;wr;ii;5;4.756;4.756;0;0
Agnia;CP;A;04.07.2017;J8;wr;iii;1;20.213;20.155;0.871;0
Agnia;CP;A;04.07.2017;J8;wr;iii;2;17.452;17.16;0;0
Agnia;CP;A;04.07.2017;J8;wr;iii;3;8.736;7.375;0;0.003
Agnia;CP;A;04.07.2017;J8;wr;iii;4;7.628;7.334;0;0.806
Agnia;CP;A;04.07.2017;J8;wr;iii;5;14.574;14.574;0.478;0
Agnia;CP;A;04.07.2017;J8;wr;iv;1;12.436;12.436;0;0
Agnia;CP;A;04.07.2017;J8;wr;iv;2;15.667;15.655;0;0.011
Agnia;CP;A;04.07.2017;J8;wr;iv;3;12.099;12.099;0;0
Agnia;CP;A;04.07.2017;J8;wr;iv;4;12.469;12.469;0;0
Agnia;CP;A;04.07.2017;J8;wr;iv;5;10.938;10.053;0;0.089
Agnia;CP;A;04.07.2017;K5;w;i;1;11.067;8.966;0;0.125
Agnia;CP;A;04.07.2017;K5;w;i;2;14.167;13.062;0;0.038
Agnia;CP;A;04.07.2017;K5;w;i;3;18.538;18.522;0;2.846
Agnia;CP;A;04.07.2017;K5;w;i;4;16.46;16.362;0;0.217
Agnia;CP;A;04.07.2017;K5;w;i;5;9.212;9.212;0;0.021
Agnia;CP;A;04.07.2017;K5;w;ii;1;11.187;11.187;0;0
Agnia;CP;A;04.07.2017;K5;w;ii;2;11.603;11.476;0;0
Agnia;CP;A;04.07.2017;K5;w;ii;3;12.122;12.122;0;0.045
Agnia;CP;A;04.07.2017;K5;w;ii;4;12.887;12.887;0;0
Agnia;CP;A;04.07.2017;K5;w;ii;5;12.011;11.955;0;0
Agnia;CP;A;04.07.2017;K5;w;iii;1;18.676;16.896;0;0.211
Agnia;CP;A;04.07.2017;K5;w;iii;2;30.669;30.669;0;0.096
Agnia;CP;A;04.07.2017;K5;w;iii;3;13.821;13.821;0;0.01
Agnia;CP;A;04.07.2017;K5;w;iii;4;18.547;18.574;0;0.318
Agnia;CP;A;04.07.2017;K5;w;iii;5;8.996;8.025;0;0.016
Agnia;CP;A;04.07.2017;K5;w;iv;1;18.953;18.574;0;0.032
Agnia;CP;A;04.07.2017;K5;w;iv;2;29.724;29.721;0;0.014
Agnia;CP;A;04.07.2017;K5;w;iv;3;19.779;15.45;0;1.089
Agnia;CP;A;04.07.2017;K5;w;iv;4;49.222;48.421;0;0.135
Agnia;CP;A;04.07.2017;K5;w;iv;5;27.141;26.542;0;0.016
Agnia;CP;A;07.07.2017;G7;w;i;1;38.729;37.938;0;0
Agnia;CP;A;07.07.2017;G7;w;i;2;31.113;29.663;0;0
Agnia;CP;A;07.07.2017;G7;w;i;3;8.463;8.463;0.487;0
Agnia;CP;A;07.07.2017;G7;w;i;4;23.94;19.484;0;0
Agnia;CP;A;07.07.2017;G7;w;i;5;12.88;12.88;0;0
Agnia;CP;A;07.07.2017;G7;w;ii;1;25.235;25.235;0;0
Agnia;CP;A;07.07.2017;G7;w;ii;2;19.65;19.65;0;1.223
Agnia;CP;A;07.07.2017;G7;w;ii;3;16.59;16;0;0
Agnia;CP;A;07.07.2017;G7;w;ii;4;25.664;24.335;0;0
Agnia;CP;A;07.07.2017;G7;w;ii;5;20.337;10.902;0;0
Agnia;CP;A;07.07.2017;G7;w;iii;1;22.261;20.346;0;0.013
Agnia;CP;A;07.07.2017;G7;w;iii;2;30.058;28.659;0;0
Agnia;CP;A;07.07.2017;G7;w;iii;3;15.319;14.835;0;0
Agnia;CP;A;07.07.2017;G7;w;iii;4;11.4;11.4;0;0
Agnia;CP;A;07.07.2017;G7;w;iii;5;12.748;12.416;0;0.263
Agnia;CP;A;07.07.2017;G7;w;iv;1;44.203;44.203;0.145;0.096
Agnia;CP;A;07.07.2017;G7;w;iv;2;26.864;26.56;0;0
Agnia;CP;A;07.07.2017;G7;w;iv;3;15.018;15.018;0;0
Agnia;CP;A;07.07.2017;G7;w;iv;4;12.028;12.028;0;0
Agnia;CP;A;07.07.2017;G7;w;iv;5;4.992;4.992;0;0
Agnia;CP;A;07.07.2017;I1;wo;i;1;25.108;25.108;0;0.009
Agnia;CP;A;07.07.2017;I1;wo;i;2;18.732;18.732;0;0
Agnia;CP;A;07.07.2017;I1;wo;i;3;20.165;20.165;0;0
Agnia;CP;A;07.07.2017;I1;wo;i;4;20.092;19.976;0;0
Agnia;CP;A;07.07.2017;I1;wo;i;5;8.156;8.156;0;0
Agnia;CP;A;07.07.2017;I1;wo;ii;1;16.758;16.758;0;0
Agnia;CP;A;07.07.2017;I1;wo;ii;2;9.278;8.933;0;0
Agnia;CP;A;07.07.2017;I1;wo;ii;3;10.456;10.456;0;0
Agnia;CP;A;07.07.2017;I1;wo;ii;4;22.311;17.93;0;0
Agnia;CP;A;07.07.2017;I1;wo;ii;5;16.76;16.76;0;0
Agnia;CP;A;07.07.2017;I1;wo;iii;1;21.959;21.92;0;0.047
Agnia;CP;A;07.07.2017;I1;wo;iii;2;18.935;18.935;0;0
Agnia;CP;A;07.07.2017;I1;wo;iii;3;14.994;14.994;0;0
Agnia;CP;A;07.07.2017;I1;wo;iii;4;29.945;29.945;2.334;0
Agnia;CP;A;07.07.2017;I1;wo;iii;5;13.971;13.971;0;0.01
Agnia;CP;A;07.07.2017;I1;wo;iv;1;13.844;13.155;0;0.267
Agnia;CP;A;07.07.2017;I1;wo;iv;2;11.044;11.044;0.171;0
Agnia;CP;A;07.07.2017;I1;wo;iv;3;19.802;19.802;0;0.05
Agnia;CP;A;07.07.2017;I1;wo;iv;4;10.256;10.204;0;0.018
Agnia;CP;A;07.07.2017;I1;wo;iv;5;9.771;8.372;0;0.018
Agnia;CP;A;07.07.2017;I2;wo;i;1;31.783;31.783;0;0
Agnia;CP;A;07.07.2017;I2;wo;i;2;8.885;8.885;0;0
Agnia;CP;A;07.07.2017;I2;wo;i;3;11.77;11.438;0;0.112
Agnia;CP;A;07.07.2017;I2;wo;i;4;16.362;16.362;0;0
Agnia;CP;A;07.07.2017;I2;wo;i;5;20.492;19.074;0;0.22
Agnia;CP;A;07.07.2017;I2;wo;ii;1;14.336;11.271;0.374;0.008
Agnia;CP;A;07.07.2017;I2;wo;ii;2;13.39;13.39;0;0
Agnia;CP;A;07.07.2017;I2;wo;ii;3;15.815;15.815;0;0
Agnia;CP;A;07.07.2017;I2;wo;ii;4;16.851;16.851;0;0.051
Agnia;CP;A;07.07.2017;I2;wo;ii;5;15.441;14.401;0;0.891
Agnia;CP;A;07.07.2017;I2;wo;iii;1;41.194;41.194;0;0
Agnia;CP;A;07.07.2017;I2;wo;iii;2;23.251;23.251;0;0.011
Agnia;CP;A;07.07.2017;I2;wo;iii;3;29.83;23.537;0;0.024
Agnia;CP;A;07.07.2017;I2;wo;iii;4;16.528;15.159;0;0.016
Agnia;CP;A;07.07.2017;I2;wo;iii;5;13.025;13.025;0;0
Agnia;CP;A;07.07.2017;I2;wo;iv;1;21.699;21.699;0;0.009
Agnia;CP;A;07.07.2017;I2;wo;iv;2;14.93;14.884;0;0.025
Agnia;CP;A;07.07.2017;I2;wo;iv;3;11.481;11;0;0
Agnia;CP;A;07.07.2017;I2;wo;iv;4;16.82;15.877;0;0
Agnia;CP;A;07.07.2017;I2;wo;iv;5;18.238;18.238;0;0
Agnia;CP;A;07.07.2017;I4;wo;i;1;20.471;19.196;0;0.006
Agnia;CP;A;07.07.2017;I4;wo;i;2;17.541;17.541;0;0
Agnia;CP;A;07.07.2017;I4;wo;i;3;14.253;14.253;0;0.012
Agnia;CP;A;07.07.2017;I4;wo;i;4;21.149;21.149;0;0
Agnia;CP;A;07.07.2017;I4;wo;i;5;33.258;33.258;0;0
Agnia;CP;A;07.07.2017;I4;wo;ii;1;14.797;13.183;0;0
Agnia;CP;A;07.07.2017;I4;wo;ii;2;25.956;25.956;0;0.035
Agnia;CP;A;07.07.2017;I4;wo;ii;3;17.847;17.847;0;0
Agnia;CP;A;07.07.2017;I4;wo;ii;4;29.8;29.8;0;0
Agnia;CP;A;07.07.2017;I4;wo;ii;5;15.799;15.799;0;0.002
Agnia;CP;A;07.07.2017;I4;wo;iii;1;19.005;18.922;0;0.013
Agnia;CP;A;07.07.2017;I4;wo;iii;2;22.1;22.1;0;0
Agnia;CP;A;07.07.2017;I4;wo;iii;3;8.976;8.876;0;0.069
Agnia;CP;A;07.07.2017;I4;wo;iii;4;13.773;13.773;0;0
Agnia;CP;A;07.07.2017;I4;wo;iii;5;14.265;14.265;0;0
Agnia;CP;A;07.07.2017;I4;wo;iv;1;28.232;28.232;0;0.006
Agnia;CP;A;07.07.2017;I4;wo;iv;2;16.479;16.424;0;0
Agnia;CP;A;07.07.2017;I4;wo;iv;3;24.17;15.613;0;0
Agnia;CP;A;07.07.2017;I4;wo;iv;4;24.725;14.118;0;0.022
Agnia;CP;A;07.07.2017;I4;wo;iv;5;40.559;40.559;0;0
Agnia;CP;A;07.07.2017;J1;wr;i;1;37.298;34.715;0;0
Agnia;CP;A;07.07.2017;J1;wr;i;2;19.093;17.697;0;0.446
Agnia;CP;A;07.07.2017;J1;wr;i;3;21.643;17.949;0;0.026
Agnia;CP;A;07.07.2017;J1;wr;i;4;9.229;7.977;0;0.016
Agnia;CP;A;07.07.2017;J1;wr;i;5;NA;NA;NA;NA
Agnia;CP;A;07.07.2017;J1;wr;ii;1;23.666;20.722;1.607;0.035
Agnia;CP;A;07.07.2017;J1;wr;ii;2;19.515;18.934;0;0
Agnia;CP;A;07.07.2017;J1;wr;ii;3;25.397;25.214;0;0.252
Agnia;CP;A;07.07.2017;J1;wr;ii;4;21.27;21.27;0;0.023
Agnia;CP;A;07.07.2017;J1;wr;ii;5;15.726;15.046;0;0
Agnia;CP;A;07.07.2017;J1;wr;iii;1;41.312;41.312;0;0
Agnia;CP;A;07.07.2017;J1;wr;iii;2;30.671;19.393;2.597;2.091
Agnia;CP;A;07.07.2017;J1;wr;iii;3;27.527;26.049;0;0
Agnia;CP;A;07.07.2017;J1;wr;iii;4;19.489;19.489;0;0.537
Agnia;CP;A;07.07.2017;J1;wr;iii;5;13.922;13.922;0;0
Agnia;CP;A;07.07.2017;J1;wr;iv;1;29.651;26.781;0;0.009
Agnia;CP;A;07.07.2017;J1;wr;iv;2;39.434;35.587;0.059;0
Agnia;CP;A;07.07.2017;J1;wr;iv;3;11.27;8.464;0;0
Agnia;CP;A;07.07.2017;J1;wr;iv;4;16.947;8.733;0;0
Agnia;CP;A;07.07.2017;J1;wr;iv;5;10.149;10.149;0;0
Agnia;CP;A;07.07.2017;J2;wr;i;1;14.027;13.193;0;1.155
Agnia;CP;A;07.07.2017;J2;wr;i;2;10.335;9.617;0;0.293
Agnia;CP;A;07.07.2017;J2;wr;i;3;15.403;15.403;0;0
Agnia;CP;A;07.07.2017;J2;wr;i;4;14.474;12.595;0;0.472
Agnia;CP;A;07.07.2017;J2;wr;i;5;16.609;12.045;0;1.806
Agnia;CP;A;07.07.2017;J2;wr;ii;1;14.751;13.882;0;0
Agnia;CP;A;07.07.2017;J2;wr;ii;2;22.056;13.005;0;0
Agnia;CP;A;07.07.2017;J2;wr;ii;3;13.062;4.268;0;0
Agnia;CP;A;07.07.2017;J2;wr;ii;4;12.08;11.785;0;0
Agnia;CP;A;07.07.2017;J2;wr;ii;5;11.985;11.985;0;0
Agnia;CP;A;07.07.2017;J2;wr;iii;1;15.991;13.181;0;0.032
Agnia;CP;A;07.07.2017;J2;wr;iii;2;32.159;20.847;0;4.503
Agnia;CP;A;07.07.2017;J2;wr;iii;3;11.661;11.661;0;0.002
Agnia;CP;A;07.07.2017;J2;wr;iii;4;28.959;28.959;0;0
Agnia;CP;A;07.07.2017;J2;wr;iii;5;15.334;14.889;0;0
Agnia;CP;A;07.07.2017;J2;wr;iv;1;20.314;20.314;0;0
Agnia;CP;A;07.07.2017;J2;wr;iv;2;12.377;12.377;0;0
Agnia;CP;A;07.07.2017;J2;wr;iv;3;23.798;12.811;0;0
Agnia;CP;A;07.07.2017;J2;wr;iv;4;16.75;16.622;0;0.067
Agnia;CP;A;07.07.2017;J2;wr;iv;5;10.834;9.665;0;0.058
Agnia;CP;A;07.07.2017;J4;w;i;1;10.161;10.161;0;0
Agnia;CP;A;07.07.2017;J4;w;i;2;26.855;24.304;1.709;0.061
Agnia;CP;A;07.07.2017;J4;w;i;3;26.812;26.812;0;0.015
Agnia;CP;A;07.07.2017;J4;w;i;4;24.433;23.711;0.211;0.763
Agnia;CP;A;07.07.2017;J4;w;i;5;27.26;27.26;0.22;0
Agnia;CP;A;07.07.2017;J4;w;ii;1;38.093;36.646;0;0.617
Agnia;CP;A;07.07.2017;J4;w;ii;2;26.741;24.506;1.644;0.048
Agnia;CP;A;07.07.2017;J4;w;ii;3;30.681;28.335;0;0.17
Agnia;CP;A;07.07.2017;J4;w;ii;4;14.323;12.358;0;0.094
Agnia;CP;A;07.07.2017;J4;w;ii;5;16.356;13.749;0;0.024
Agnia;CP;A;07.07.2017;J4;w;iii;1;19.533;17.625;0;0.865
Agnia;CP;A;07.07.2017;J4;w;iii;2;22.508;22.508;0;0.004
Agnia;CP;A;07.07.2017;J4;w;iii;3;19.06;18.853;0;0
Agnia;CP;A;07.07.2017;J4;w;iii;4;16.537;16.537;0;0.004
Agnia;CP;A;07.07.2017;J4;w;iii;5;22.335;21.979;0;0.013
Agnia;CP;A;07.07.2017;J4;w;iv;1;19.758;19.758;0;0
Agnia;CP;A;07.07.2017;J4;w;iv;2;10.73;10.38;0;0.171
Agnia;CP;A;07.07.2017;J4;w;iv;3;16.137;15.514;0;0
Agnia;CP;A;07.07.2017;J4;w;iv;4;12.286;8.391;0;0.022
Agnia;CP;A;07.07.2017;J4;w;iv;5;7.788;7.788;0;0
Agnia;CP;A;07.07.2017;K1;wo;i;1;47.877;47.27;0;0
Agnia;CP;A;07.07.2017;K1;wo;i;2;20.284;18.165;0;0
Agnia;CP;A;07.07.2017;K1;wo;i;3;18.135;18.135;0;0
Agnia;CP;A;07.07.2017;K1;wo;i;4;23.931;23.931;2.627;0
Agnia;CP;A;07.07.2017;K1;wo;i;5;11.949;11.141;0;0
Agnia;CP;A;07.07.2017;K1;wo;ii;1;10.39;10.38;0;0
Agnia;CP;A;07.07.2017;K1;wo;ii;2;17.007;17.007;0;0
Agnia;CP;A;07.07.2017;K1;wo;ii;3;25.417;25.051;0;0
Agnia;CP;A;07.07.2017;K1;wo;ii;4;20.81;20.795;0;0.026
Agnia;CP;A;07.07.2017;K1;wo;ii;5;19.044;9.845;0;0
Agnia;CP;A;07.07.2017;K1;wo;iii;1;32.825;32.825;0;0
Agnia;CP;A;07.07.2017;K1;wo;iii;2;6.499;6.499;0;0
Agnia;CP;A;07.07.2017;K1;wo;iii;3;8.778;8.778;0;0
Agnia;CP;A;07.07.2017;K1;wo;iii;4;38.503;38.503;0;0.014
Agnia;CP;A;07.07.2017;K1;wo;iii;5;18.671;18.671;1.402;0
Agnia;CP;A;07.07.2017;K1;wo;iv;1;8.053;7.625;0;0
Agnia;CP;A;07.07.2017;K1;wo;iv;2;17.345;16.158;0.073;0.003
Agnia;CP;A;07.07.2017;K1;wo;iv;3;10.792;10.792;0.379;0
Agnia;CP;A;07.07.2017;K1;wo;iv;4;17.413;17.413;0;0
Agnia;CP;A;07.07.2017;K1;wo;iv;5;14.499;14.205;0.121;0.995
Agnia;CP;B;01.05.2017;A2;wo;i;1;40.48;40.44;0;0
Agnia;CP;B;01.05.2017;A2;wo;i;2;30.649;30.477;0.116;0
Agnia;CP;B;01.05.2017;A2;wo;i;3;40.583;40.583;0;0
Agnia;CP;B;01.05.2017;A2;wo;i;4;39.846;39.458;0.173;0
Agnia;CP;B;01.05.2017;A2;wo;i;5;25.182;24.615;0;0
Agnia;CP;B;01.05.2017;A2;wo;ii;1;26.019;26.019;0;0
Agnia;CP;B;01.05.2017;A2;wo;ii;2;31.906;31.906;0;0
Agnia;CP;B;01.05.2017;A2;wo;ii;3;19.638;19.58;0;0
Agnia;CP;B;01.05.2017;A2;wo;ii;4;20.654;20.654;0;0
Agnia;CP;B;01.05.2017;A2;wo;ii;5;15.252;15.127;0;1.962
Agnia;CP;B;01.05.2017;A2;wo;iii;1;30.983;29.052;0;0.015
Agnia;CP;B;01.05.2017;A2;wo;iii;2;31.18;31.18;0;0.078
Agnia;CP;B;01.05.2017;A2;wo;iii;3;27.71;25.637;0.044;0
Agnia;CP;B;01.05.2017;A2;wo;iii;4;18.157;18.157;0.429;0
Agnia;CP;B;01.05.2017;A2;wo;iii;5;22.808;22.808;0;0
Agnia;CP;B;01.05.2017;A2;wo;iv;1;32.581;30.256;0;0.149
Agnia;CP;B;01.05.2017;A2;wo;iv;2;30.127;29.825;0;0
Agnia;CP;B;01.05.2017;A2;wo;iv;3;26.878;26.878;0;0
Agnia;CP;B;01.05.2017;A2;wo;iv;4;24.689;24.689;0;0
Agnia;CP;B;01.05.2017;A2;wo;iv;5;15.098;15.098;0;0
Agnia;CP;B;01.05.2017;A4;wo;i;1;18.212;18.212;0;0
Agnia;CP;B;01.05.2017;A4;wo;i;2;28.796;28.796;0;0
Agnia;CP;B;01.05.2017;A4;wo;i;3;16.123;15.848;0;0
Agnia;CP;B;01.05.2017;A4;wo;i;4;12.006;12.006;0;0
