Site,block,Day,Time,Observer,Tree,Bromeliads,obs,Order,Suborder,Family,cleanspec,Species,Specimen,Diet,Behavior,behaviour,Behavior_Duration,Interaction_Type,interaction,Interaction_Target,Interaction_Duration,Interaction_Outcome
DO,N,06-03-17,Day,Fran,A5,present,F,Hemiptera,Sternorrhyncha,Coccoidea,Unidentified_homoptera,Unidentified_homoptera,"Unid_scale_a
",herb,feeding/stationary,herb_feeding,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,A5,present,S,Hemiptera,Sternorrhyncha,Coccoidea,Unidentified_homoptera,Unidentified_homoptera,"Unid_scale_a
",herb,feeding/stationary,herb_feeding,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,A9,absent,S,Hemiptera,Sternorrhyncha,Coccoidea,Unidentified_homoptera,Unidentified_homoptera,"Unid_scale_a
",herb,feeding/stationary,herb_feeding,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,B17,present,S,Hemiptera,Sternorrhyncha,Coccoidea,Unidentified_homoptera,Unidentified_homoptera,"Unid_scale_a
",herb,feeding/stationary,herb_feeding,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,B18,present,S,Hemiptera,Sternorrhyncha,Coccoidea,Unidentified_homoptera,Unidentified_homoptera,"Unid_scale_a
",herb,feeding/stationary,herb_feeding,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,B20,present,F,Hemiptera,Sternorrhyncha,Coccoidea,Unidentified_homoptera,Unidentified_homoptera,"Unid_scale_a
",herb,feeding/stationary,herb_feeding,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,B20,present,S,Hemiptera,Sternorrhyncha,Coccoidea,Unidentified_homoptera,Unidentified_homoptera,"Unid_scale_a
",herb,feeding/stationary,herb_feeding,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,C2,absent,F,Hemiptera,Sternorrhyncha,Coccoidea,Unidentified_homoptera,Unidentified_homoptera,"Unid_scale_a
",herb,feeding/stationary,herb_feeding,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,C2,absent,S,Hemiptera,Sternorrhyncha,Coccoidea,Unidentified_homoptera,Unidentified_homoptera,"Unid_scale_a
",herb,feeding/stationary,herb_feeding,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,C6,absent,F,Hemiptera,Sternorrhyncha,Coccoidea,Unidentified_homoptera,Unidentified_homoptera,"Unid_scale_a
",herb,feeding/stationary,herb_feeding,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,D9,present,F,Hemiptera,Sternorrhyncha,Coccoidea,Unidentified_homoptera,Unidentified_homoptera,"Unid_scale_a
",herb,feeding/stationary,herb_feeding,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,D9,present,S,Hemiptera,Sternorrhyncha,Coccoidea,Unidentified_homoptera,Unidentified_homoptera,"Unid_scale_a
",herb,feeding/stationary,herb_feeding,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,A5,present,F,Hemiptera,Sternorrhyncha,Coccoidea,Unidentified_homoptera,Unidentified_homoptera,"Unid_scale_b
",herb,feeding/stationary,herb_feeding,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,A5,present,S,Hemiptera,Sternorrhyncha,Coccoidea,Unidentified_homoptera,Unidentified_homoptera,"Unid_scale_b
",herb,feeding/stationary,herb_feeding,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,A9,absent,S,Hemiptera,Sternorrhyncha,Coccoidea,Unidentified_homoptera,Unidentified_homoptera,"Unid_scale_b
",herb,feeding/stationary,herb_feeding,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,B17,present,S,Hemiptera,Sternorrhyncha,Coccoidea,Unidentified_homoptera,Unidentified_homoptera,"Unid_scale_b
",herb,feeding/stationary,herb_feeding,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,B18,present,S,Hemiptera,Sternorrhyncha,Coccoidea,Unidentified_homoptera,Unidentified_homoptera,"Unid_scale_b
",herb,feeding/stationary,herb_feeding,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,B20,present,F,Hemiptera,Sternorrhyncha,Coccoidea,Unidentified_homoptera,Unidentified_homoptera,"Unid_scale_b
",herb,feeding/stationary,herb_feeding,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,B20,present,S,Hemiptera,Sternorrhyncha,Coccoidea,Unidentified_homoptera,Unidentified_homoptera,"Unid_scale_b
",herb,feeding/stationary,herb_feeding,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,C2,absent,F,Hemiptera,Sternorrhyncha,Coccoidea,Unidentified_homoptera,Unidentified_homoptera,"Unid_scale_b
",herb,feeding/stationary,herb_feeding,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,C2,absent,S,Hemiptera,Sternorrhyncha,Coccoidea,Unidentified_homoptera,Unidentified_homoptera,"Unid_scale_b
",herb,feeding/stationary,herb_feeding,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,C6,absent,F,Hemiptera,Sternorrhyncha,Coccoidea,Unidentified_homoptera,Unidentified_homoptera,"Unid_scale_b
",herb,feeding/stationary,herb_feeding,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,D9,present,F,Hemiptera,Sternorrhyncha,Coccoidea,Unidentified_homoptera,Unidentified_homoptera,"Unid_scale_b
",herb,feeding/stationary,herb_feeding,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,D9,present,S,Hemiptera,Sternorrhyncha,Coccoidea,Unidentified_homoptera,Unidentified_homoptera,"Unid_scale_b
",herb,feeding/stationary,herb_feeding,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,A5,present,S,Hemiptera,Sternorrhyncha,Coccoidea,Unidentified_homoptera,Unidentified_homoptera,"Unid_scale_c
",herb,feeding/stationary,herb_feeding,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,A9,absent,S,Hemiptera,Sternorrhyncha,Coccoidea,Unidentified_homoptera,Unidentified_homoptera,"Unid_scale_c
",herb,feeding/stationary,herb_feeding,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,B20,present,S,Hemiptera,Sternorrhyncha,Coccoidea,Unidentified_homoptera,Unidentified_homoptera,"Unid_scale_c
",herb,feeding/stationary,herb_feeding,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,C2,absent,F,Hemiptera,Sternorrhyncha,Coccoidea,Unidentified_homoptera,Unidentified_homoptera,"Unid_scale_c
",herb,feeding/stationary,herb_feeding,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,C2,absent,S,Hemiptera,Sternorrhyncha,Coccoidea,Unidentified_homoptera,Unidentified_homoptera,"Unid_scale_c
",herb,feeding/stationary,herb_feeding,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,D9,present,S,Hemiptera,Sternorrhyncha,Coccoidea,Unidentified_homoptera,Unidentified_homoptera,"Unid_scale_c
",herb,feeding/stationary,herb_feeding,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,A9,absent,S,Hemiptera,Sternorrhyncha,Coccoidea,Unidentified_homoptera,Unidentified_homoptera,"Unid_scale_d
",herb,feeding/stationary,herb_feeding,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,B20,present,S,Hemiptera,Sternorrhyncha,Coccoidea,Unidentified_homoptera,Unidentified_homoptera,"Unid_scale_d
",herb,feeding/stationary,herb_feeding,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,B20,present,S,Hemiptera,Sternorrhyncha,Coccoidea,Unidentified_homoptera,Unidentified_homoptera,"Unid_scale_e
",herb,feeding/stationary,herb_feeding,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,C2,absent,F,Hymenoptera,Apocrita,Formicidae,Ant_A,Ant_A,Ant_A,pred,exploring,mobile,60,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Pier,A9,absent,F,Hymenoptera,Apocrita,Formicidae,Ant_A,Ant_A,Ant_A,pred,exploring,mobile,120,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Pier,B1,absent,F,Hymenoptera,Apocrita,Formicidae,Ant_A,Ant_A,Ant_A,pred,exploring,mobile,180,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Pier,B11,absent,S,Hymenoptera,Apocrita,Formicidae,Ant_A,Ant_A,Ant_A,pred,exploring,mobile,180,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,A9,absent,F,Hymenoptera,Apocrita,Formicidae,Ant_AH,Ant_AH,Ant_AH,pred,exploring,mobile,180,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,A9,absent,S,Hymenoptera,Apocrita,Formicidae,Ant_E,Ant_E,Ant_E,pred,exploring,mobile,20,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Pier,D9,present,F,Hymenoptera,Apocrita,Formicidae,Ant_J,Ant_J,Ant_J,pred,exploring,mobile,120,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,C6,absent,S,Hymenoptera,Apocrita,Formicidae,Ant_M,Ant_M,Ant_M_a,pred,exploring,mobile,180,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,C6,absent,S,Hymenoptera,Apocrita,Formicidae,Ant_M,Ant_M,Ant_M_b,pred,exploring,mobile,180,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,B11,absent,F,Coleoptera,Polyphaga,Chrysomelidae,Beetle_AM,Beetle_AM,Beetle_AM,herb,exploring,mobile,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,B16,absent,F,Coleoptera,Polyphaga,Chrysomelidae,Beetle_AM,Beetle_AM,Beetle_AM,herb,exploring,mobile,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,D10,present,F,Coleoptera,Polyphaga,Chrysomelidae,Beetle_AM,Beetle_AM,Beetle_AM,herb,exploring,mobile,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,D10,present,S,Coleoptera,Polyphaga,Chrysomelidae,Beetle_AM,Beetle_AM,Beetle_AM,herb,exploring,mobile,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,D9,present,F,Coleoptera,Polyphaga,Chrysomelidae,Beetle_AM,Beetle_AM,Beetle_AM,herb,exploring,mobile,240,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Pier,C2,absent,F,Coleoptera,Polyphaga,Chrysomelidae,Beetle_AM,Beetle_AM,Beetle_AM,herb,exploring,mobile,20,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Pier,C6,absent,F,Coleoptera,Polyphaga,Chrysomelidae,Beetle_AM,Beetle_AM,Beetle_AM,herb,exploring,mobile,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,D10,present,F,Coleoptera,Polyphaga,Elateridae,Beetle_BG,Beetle_BG,Beetle_BG,herb,exploring,mobile,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,B1,absent,F,Coleoptera,Polyphaga,Scarabaeidae,Beetle_CF,Beetle_CF,Beetle_CF,herb,exploring,mobile,5,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,A9,absent,F,Hymenoptera,Apocrita,Formicidae,Ant_P,caAnt_P,caAnt_P,pred,exploring,mobile,180,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,D10,present,F,Coleoptera,Polyphaga,Lampyridae,Beetle_AK,caBeetle_AK,caBeetle_AK,pred,exploring,mobile,60,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,B18,present,S,Coleoptera,Polyphaga,Chrysomelidae,Beetle_BL,caBeetle_BL,caBeetle_BL,herb,exploring,mobile,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,B1,absent,F,Diptera,Brachycera,Dolichopodidae,Fly_D,caFly_D,caFly_D,pred,exploring,mobile,180,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,B18,present,F,Diptera,Brachycera,Sarcophagidae,Fly_K,caFly_K,caFly_K,unkn,exploring,mobile,15,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Pier,B11,absent,S,Hemiptera,Heteroptera,Miridae,Hemiptera_N,caHemiptera_N,caHemiptera_N,unkn,exploring,mobile,30,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,B1,absent,S,Hemiptera,Auchenorrhyncha,,Homoptera_D,caHomoptera_D,caHomoptera_D,herb,exploring,mobile,180,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Pier,D9,present,S,Psocoptera,,,Psoco_AG,caPsoco_AG,caPsoco_AG,detr,exploring,mobile,15,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,B11,absent,F,Araneae,,,Spider_O,caSpider_O,caSpider_O,pred,exploring,mobile,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Pier,C2,absent,F,Collembolla,,,Springtail_D,caSpringtail_D,caSpringtail_D,detr,exploring,mobile,60,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,C6,absent,S,Thysanoptera,,,Thrip_A,caThrip_A,caThrip_A,unkn,exploring,mobile,180,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,B16,absent,S,Acari,,,Mite_A,Mite_A,Mite_A,pred,exploring,mobile,180,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Pier,A5,present,S,Acari,,,Mite_A,Mite_A,Mite_A,pred,exploring,mobile,20,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Pier,A9,absent,S,Acari,,,Mite_A,Mite_A,Mite_A,pred,exploring,mobile,20,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Pier,B20,present,F,Acari,,,Mite_A,Mite_A,Mite_A,pred,exploring,mobile,60,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Pier,D10,present,S,Acari,,,Mite_A,Mite_A,Mite_A,pred,exploring,mobile,60,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,A9,absent,S,Acari,,,Mite_A,Mite_A,Mite_A_a,pred,exploring,mobile,60,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Pier,B16,absent,F,Acari,,,Mite_A,Mite_A,Mite_A_a,pred,exploring,mobile,120,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,A9,absent,S,Acari,,,Mite_A,Mite_A,Mite_A_b,pred,exploring,mobile,60,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Pier,B16,absent,F,Acari,,,Mite_A,Mite_A,Mite_A_b,pred,exploring,mobile,120,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Pier,B1,absent,F,Diptera,Brachycera,,NewSp_hump_back_fly,NewSp_hump_back_fly,NewSp_hump_back_fly,unkn,exploring,mobile,120,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Pier,B1,absent,S,Diptera,Brachycera,,NewSp_hump_back_fly,NewSp_hump_back_fly,NewSp_hump_back_fly,unkn,exploring,mobile,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Pier,B16,absent,F,Diptera,,,NewSp_large_wasplike_fly_grey_thorax_orange_abdomen,NewSp_large_wasplike_fly_grey_thorax_orange_abdomen,NewSp_large_wasplike_fly_grey_thorax_orange_abdomen,unkn,exploring,mobile,10,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,B11,absent,S,Diptera,Brachycera,,Unidentified_fly,Unidentified_fly,Unid_drosophilid,unkn,exploring,mobile,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,C6,absent,S,Diptera,Brachycera,,Unidentified_fly,Unidentified_fly,Unid_drosophilid,unkn,exploring,mobile,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Pier,B16,absent,F,Diptera,,,Unidentified_fly,Unidentified_fly,Unid_small_cream_fly,unkn,exploring,mobile,2,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,B20,present,F,Hemiptera,,,Unidentified_hemiptera,Unidentified_hemiptera,Unid_hemiptera,unkn,exploring,mobile,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Pier,D9,present,F,Hemiptera,Heteroptera,,Unidentified_heteroptera,Unidentified_heteroptera,Unid_assassin_bug,pred,exploring,mobile,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,B11,absent,S,Unknown,,,Unidentified_small_H/D,Unidentified_small_H/D,Small_H/D,unkn,exploring,mobile,280,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,C2,absent,F,Unknown,,,Unidentified_small_H/D,Unidentified_small_H/D,Small_H/D,unkn,exploring,mobile,120,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Pier,B17,present,F,Unknown,,,Unidentified_small_H/D,Unidentified_small_H/D,Small_H/D,unkn,exploring,mobile,20,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Pier,B18,present,F,Unknown,,,Unidentified_small_H/D,Unidentified_small_H/D,Small_H/D_a,unkn,exploring,mobile,3,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,B16,absent,F,Hymenoptera,Apocrita,,Unknown_hymenoptera_A,Unknown_hymenoptera_A,Unknown_hymenoptera_A,pred,exploring,mobile,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,D10,present,S,Araneae,,,Unidentified_spider,Unidentified_spider,Unid_brown_spider,pred,eating_dead_beetle_BC,predpara,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Pier,B17,present,S,Araneae,,,Unidentified_spider,Unidentified_spider,Unid_small_orange_Jspider,pred,eating_dead_fly,predpara,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Pier,B11,absent,S,Hemiptera,Sternorrhyncha,Liviidae,Hemiptera_F,Hemiptera_F,Hemiptera_F,herb,molting,reproduction,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Pier,B11,absent,S,Coleoptera,Polyphaga,Chrysomelidae,Beetle_AM,Beetle_AM,Beetle_AM,herb,stationary,stationary,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,B16,absent,S,Coleoptera,Polyphaga,Curculionidae,Beetle_BH,Beetle_BH,Beetle_BH,herb,stationary,stationary,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,B11,absent,S,Coleoptera,Polyphaga,Curculionidae,Beetle_BJ,Beetle_BJ,Beetle_BJ,herb,stationary,stationary,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,A9,absent,S,Coleoptera,Polyphaga,Lampyridae,Beetle_AK,caBeetle_AK,caBeetle_AK,pred,stationary,stationary,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,A5,present,F,Hymenoptera,Apocrita,Vespidae,Bigwasp_A,caBigwasp_A,caBigwasp_A,pred,stationary,stationary,10,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,B17,present,F,Hymenoptera,Apocrita,Vespidae,Bigwasp_B,caBigwasp_B,caBigwasp_B,pred,guarding_nest,stationary,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,A9,absent,S,Diptera,Brachycera,,Fly_AE,caFly_AE,caFly_AE,detr,stationary,stationary,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,B16,absent,F,Diptera,Brachycera,,Fly_AE,caFly_AE,caFly_AE,detr,stationary,stationary,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,A5,present,F,Diptera,Brachycera,,Fly_AK,caFly_AK,caFly_AK,unkn,stationary,stationary,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,B17,present,F,Diptera,Brachycera,Dolichopodidae,Fly_Y,caFly_Y,caFly_Y,pred,stationary,stationary,240,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,C6,absent,F,Orthoptera,Ensifera,Tettigoniidae,Katydid_A,caKatydid_A,caKatydid_A,herb,stationary,stationary,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Pier,B20,present,F,Psocoptera,,,Psoco_AG,caPsoco_AG,caPsoco_AG,detr,stationary,stationary,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Pier,B16,absent,S,Araneae,,,Spider_AD,caSpider_AD,caSpider_AD,pred,stationary,stationary,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,B17,present,S,Araneae,,,Spider_C,caSpider_C,caSpider_C,pred,stationary,stationary,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,C2,absent,S,Araneae,,,Spider_C,caSpider_C,caSpider_C_a,pred,stationary,stationary,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,C2,absent,S,Araneae,,,Spider_C,caSpider_C,caSpider_C_b,pred,stationary,stationary,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Pier,C6,absent,F,Araneae,,,Spider_G,caSpider_G,caSpider_G,pred,stationary,stationary,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,C2,absent,F,Araneae,,,Spider_G,caSpider_G,caSpider_G,pred,weaving_web,stationary,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,B20,present,F,Araneae,,,Spider_H,caSpider_H,caSpider_H,pred,stationary,stationary,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,C2,absent,S,Araneae,,,Spider_K,caSpider_K,caSpider_K,pred,stationary,stationary,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,A5,present,F,Araneae,,,Spider_R,caSpider_R,caSpider_R,pred,stationary,stationary,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,B18,present,F,Araneae,,,Spider_R,caSpider_R,caSpider_R,pred,stationary,stationary,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,C6,absent,F,Araneae,,,Spider_R,caSpider_R,caSpider_R,pred,stationary,stationary,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,B18,present,F,Araneae,,,Spider_S,caSpider_S,caSpider_S,pred,weaving_web,stationary,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,B1,absent,S,Hymenoptera,Apocrita,,Wasp_N,caWasp_N,caWasp_N,para,stationary,stationary,120,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,A5,present,S,Blattodea,,Ectobiidae,Cockroach_A,Cockroach_A,Cockroach_A,scav,stationary,stationary,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,B11,absent,S,Blattodea,,Ectobiidae,Cockroach_A,Cockroach_A,Cockroach_A,scav,stationary,stationary,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,C2,absent,F,Blattodea,,Ectobiidae,Cockroach_A,Cockroach_A,Cockroach_A,scav,stationary,stationary,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,C6,absent,S,Blattodea,,Ectobiidae,Cockroach_A,Cockroach_A,Cockroach_A,scav,stationary,stationary,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Pier,B20,present,S,Blattodea,,Ectobiidae,Cockroach_A,Cockroach_A,Cockroach_A,scav,stationary,stationary,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Pier,D10,present,S,Blattodea,,Ectobiidae,Cockroach_A,Cockroach_A,Cockroach_A,scav,stationary,stationary,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Pier,A5,present,F,Blattodea,,Ectobiidae,Cockroach_B,Cockroach_B,Cockroach_B,scav,stationary,stationary,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Pier,C6,absent,F,Blattodea,,Ectobiidae,Cockroach_B,Cockroach_B,Cockroach_B,scav,stationary,stationary,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,B11,absent,F,Blattodea,,Ectobiidae,Cockroach_B,Cockroach_B,Cockroach_F_a,scav,stationary,stationary,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,B11,absent,F,Blattodea,,Ectobiidae,Cockroach_B,Cockroach_B,Cockroach_F_b,scav,stationary,stationary,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Pier,B16,absent,F,Hemiptera,Heteroptera,Geocoridae,Hemiptera_J,Hemiptera_J,Hemiptera_J,pred,stationary,stationary,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,C2,absent,S,Hemiptera,Heteroptera,Rhyparochromidae,Hemiptera_Y,Hemiptera_Y,Hemiptera_Y,gran,stationary,stationary,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Pier,D10,present,S,Hemiptera,Heteroptera,Lygaeidae,Hemiptera_Z,Hemiptera_Z,Hemiptera_Z,herb,stationary,stationary,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,B1,absent,S,Hemiptera,Auchenorrhyncha,,Homoptera_E,Homoptera_E,Homoptera_I_b,herb,stationary,stationary,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,B18,present,S,Araneae,,,Jspider_F,Jspider_F,Jspider_F,pred,stationary,stationary,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,D9,present,S,Lepidoptera,,,NewSp_large_brown_butterfly,NewSp_large_brown_butterfly,NewSp_large_brown_butterfly,poll,stationary,stationary,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,D9,present,S,Blattodea,,,Ootheca_A,Ootheca_A,Ootheca_A,,stationary,stationary,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Pier,C6,absent,S,Orthoptera,Ensifera,,Unid_orthoptera,Unid_orthoptera,Unid_grasshopper_nymph,unkn,stationary,stationary,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,B17,present,S,Coleoptera,,,Unidentified_beetle,Unidentified_beetle,Unid_yellowblack_beetle,unkn,stationary,stationary,20,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,D10,present,S,Blattodea,,,Unidentified_cockroach,Unidentified_cockroach,Unid_cockroach_a,scav,stationary,stationary,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,D10,present,S,Blattodea,,,Unidentified_cockroach,Unidentified_cockroach,Unid_cockroach_a,scav,stationary,stationary,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,A9,absent,F,Blattodea,,,Unidentified_cockroach,Unidentified_cockroach,Unid_cockroach_nymph,scav,stationary,stationary,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,B20,present,F,Hemiptera,Heteroptera,,Unidentified_heteroptera,Unidentified_heteroptera,Unid_large_red_assassin_bug,pred,stationary,stationary,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,B16,absent,F,Hemiptera,Heteroptera,,Unidentified_heteroptera,Unidentified_heteroptera,Unid_stinkbug,herb,stationary,stationary,60,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Pier,B18,present,S,Lepidoptera,,,Unidentified_lepidoptera,Unidentified_lepidoptera,Unid_moth,unkn,stationary,stationary,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,D9,present,S,Mantodea,,,Unidentified_mantid,Unidentified_mantid,Unid_mantid_nymph,pred,stationary,stationary,300,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Pier,B18,present,F,Unknown,,,Unidentified_small_H/D,Unidentified_small_H/D,Small_H/D_b,unkn,stationary,stationary,110,nothing,,nothing,0,nothing
DO,N,06-03-17,Day,Fran,B1,absent,F,Araneae,,,Unidentified_spider,Unidentified_spider,Unid_very_large_spider,pred,stationary,stationary,300,nothing,,nothing,0,nothing
