Site,block,Day,Time,Observer,Tree,Bromeliads,obs,Order,Suborder,Family,cleanspec,Species,Specimen,Diet,Behavior,behaviour,Behavior_Duration,Interaction_Type,interaction,Interaction_Target,Interaction_Duration,Interaction_Outcome
CP,A,06-02-17,Day,Fran,L6,present,F,Coleoptera,Polyphaga,,NewSp_dark_green_weevil_1.5cm,NewSp_dark_green_weevil_1.5cm,NewSp_dark_green_weevil_1.5cm,herb,stationary,stationary,300,nothing,,nothing,0,nothing
CP,A,06-02-17,Day,Fran,E1,absent,S,Diptera,Brachycera,,NewSp_large_fly_red_thorax_green_eyes,NewSp_large_fly_red_thorax_green_eyes,NewSp_large_fly_red_thorax_green_eyes,unkn,stationary,stationary,300,nothing,,nothing,0,nothing
CP,A,06-02-17,Day,Fran,J3,present,F,Diptera,Nematocera,,NewSp_red_crane_fly_1cm,NewSp_red_crane_fly_1cm,NewSp_red_crane_fly_1cm,unkn,stationary,stationary,300,nothing,,nothing,0,nothing
CP,A,06-02-17,Night,Pier,L6,present,F,Dermaptera,,,NewSp_Unid_earwig,NewSp_Unid_earwig,NewSp_Unid_earwig,omni,stationary,stationary,300,nothing,,nothing,0,nothing
CP,A,06-02-17,Day,Fran,L6,present,F,Gastropoda,,,Snail_A,Snail_A,Snail_A,herb,stationary,stationary,300,nothing,,nothing,0,nothing
CP,A,06-02-17,Day,Fran,I7,present,F,Gastropoda,,,Snail_A,Snail_A,Snail_A_a,herb,stationary,stationary,300,nothing,,nothing,0,nothing
CP,A,06-02-17,Day,Fran,I7,present,F,Gastropoda,,,Snail_A,Snail_A,Snail_A_b,herb,stationary,stationary,300,nothing,,nothing,0,nothing
CP,A,06-02-17,Night,Pier,I6,absent,S,Gastropoda,,,Snail_A,Snail_A,Snail_A,herb,stationary,stationary,300,nothing,,nothing,0,nothing
CP,A,06-02-17,Night,Pier,K1,absent,S,Gastropoda,,,Snail_A,Snail_A,Snail_A,herb,stationary,stationary,300,nothing,,nothing,0,nothing
CP,A,06-02-17,Day,Fran,I6,absent,S,Gastropoda,,,Snail_B,Snail_B,Snail_B,herb,stationary,stationary,300,nothing,,nothing,0,nothing
CP,A,06-02-17,Day,Fran,I7,present,S,Gastropoda,,,Snail_B,Snail_B,Snail_B,herb,stationary,stationary,300,nothing,,nothing,0,nothing
CP,A,06-02-17,Day,Fran,J4,present,S,Gastropoda,,,Snail_B,Snail_B,Snail_B,herb,stationary,stationary,300,nothing,,nothing,0,nothing
CP,A,06-02-17,Day,Fran,J3,present,S,Gastropoda,,,Snail_B,Snail_B,Snail_B_a,herb,stationary,stationary,300,nothing,,nothing,0,nothing
CP,A,06-02-17,Day,Fran,J3,present,S,Gastropoda,,,Snail_B,Snail_B,Snail_B_b,herb,stationary,stationary,300,nothing,,nothing,0,nothing
CP,A,06-02-17,Night,Pier,I3,present,S,Unknown,,,Unid_large_thread_hanger,Unid_large_thread_hanger,Unid_large_thread_hanger,unkn,stationary,stationary,300,nothing,,nothing,0,nothing
CP,A,06-02-17,Night,Pier,J4,present,S,Unknown,,,Unid_large_thread_hanger,Unid_large_thread_hanger,Unid_large_thread_hanger,unkn,stationary,stationary,300,nothing,,nothing,0,nothing
CP,A,06-02-17,Night,Pier,L8,absent,F,Unknown,,,Unid_large_thread_hanger,Unid_large_thread_hanger,Unid_large_thread_hanger,unkn,stationary,stationary,300,nothing,,nothing,0,nothing
CP,A,06-02-17,Night,Pier,I3,present,S,Unknown,,,Unid_small_thread_hanger,Unid_small_thread_hanger,Unid_small_thread_hanger,unkn,stationary,stationary,300,nothing,,nothing,0,nothing
CP,A,06-02-17,Night,Pier,I4,absent,S,Unknown,,,Unid_small_thread_hanger,Unid_small_thread_hanger,Unid_small_thread_hanger,unkn,stationary,stationary,300,nothing,,nothing,0,nothing
CP,A,06-02-17,Night,Pier,K9,present,F,Unknown,,,Unid_small_thread_hanger,Unid_small_thread_hanger,Unid_small_thread_hanger,unkn,stationary,stationary,300,nothing,,nothing,0,nothing
CP,A,06-02-17,Night,Pier,L6,present,F,Unknown,,,Unid_small_thread_hanger,Unid_small_thread_hanger,Unid_small_thread_hanger,unkn,stationary,stationary,300,nothing,,nothing,0,nothing
CP,A,06-02-17,Night,Pier,L8,absent,F,Unknown,,,Unid_small_thread_hanger,Unid_small_thread_hanger,Unid_small_thread_hanger,unkn,stationary,stationary,300,nothing,,nothing,0,nothing
CP,A,06-02-17,Night,Pier,E1,absent,S,Unknown,,,Unid_small_thread_hanger,Unid_small_thread_hanger,Unid_small_thread_hanger_a,unkn,stationary,stationary,300,nothing,,nothing,0,nothing
CP,A,06-02-17,Night,Pier,I7,present,F,Unknown,,,Unid_small_thread_hanger,Unid_small_thread_hanger,Unid_small_thread_hanger_a,unkn,stationary,stationary,300,nothing,,nothing,0,nothing
CP,A,06-02-17,Night,Pier,J2,absent,F,Unknown,,,Unid_small_thread_hanger,Unid_small_thread_hanger,Unid_small_thread_hanger_a,unkn,stationary,stationary,300,nothing,,nothing,0,nothing
CP,A,06-02-17,Night,Pier,J4,present,S,Unknown,,,Unid_small_thread_hanger,Unid_small_thread_hanger,Unid_small_thread_hanger_a,unkn,stationary,stationary,300,nothing,,nothing,0,nothing
CP,A,06-02-17,Night,Pier,K1,absent,F,Unknown,,,Unid_small_thread_hanger,Unid_small_thread_hanger,Unid_small_thread_hanger_a,unkn,stationary,stationary,300,nothing,,nothing,0,nothing
CP,A,06-02-17,Night,Pier,K1,absent,S,Unknown,,,Unid_small_thread_hanger,Unid_small_thread_hanger,Unid_small_thread_hanger_a,unkn,stationary,stationary,300,nothing,,nothing,0,nothing
CP,A,06-02-17,Night,Pier,E1,absent,S,Unknown,,,Unid_small_thread_hanger,Unid_small_thread_hanger,Unid_small_thread_hanger_b,unkn,stationary,stationary,300,nothing,,nothing,0,nothing
CP,A,06-02-17,Night,Pier,I7,present,F,Unknown,,,Unid_small_thread_hanger,Unid_small_thread_hanger,Unid_small_thread_hanger_b,unkn,stationary,stationary,300,nothing,,nothing,0,nothing
CP,A,06-02-17,Night,Pier,J2,absent,F,Unknown,,,Unid_small_thread_hanger,Unid_small_thread_hanger,Unid_small_thread_hanger_b,unkn,stationary,stationary,300,nothing,,nothing,0,nothing
CP,A,06-02-17,Night,Pier,J4,present,S,Unknown,,,Unid_small_thread_hanger,Unid_small_thread_hanger,Unid_small_thread_hanger_b,unkn,stationary,stationary,300,nothing,,nothing,0,nothing
CP,A,06-02-17,Night,Pier,K1,absent,F,Unknown,,,Unid_small_thread_hanger,Unid_small_thread_hanger,Unid_small_thread_hanger_b,unkn,stationary,stationary,300,nothing,,nothing,0,nothing
CP,A,06-02-17,Night,Pier,K1,absent,S,Unknown,,,Unid_small_thread_hanger,Unid_small_thread_hanger,Unid_small_thread_hanger_b,unkn,stationary,stationary,300,nothing,,nothing,0,nothing
CP,A,06-02-17,Night,Pier,E1,absent,S,Unknown,,,Unid_small_thread_hanger,Unid_small_thread_hanger,Unid_small_thread_hanger_c,unkn,stationary,stationary,300,nothing,,nothing,0,nothing
CP,A,06-02-17,Night,Pier,K1,absent,S,Unknown,,,Unid_small_thread_hanger,Unid_small_thread_hanger,Unid_small_thread_hanger_c,unkn,stationary,stationary,300,nothing,,nothing,0,nothing
CP,A,06-02-17,Night,Pier,L8,absent,F,Psocoptera,,,Unidentified_barklouse,Unidentified_barklouse,Unid_barklouse,detr,stationary,stationary,300,nothing,,nothing,0,nothing
CP,A,06-02-17,Day,Fran,J2,absent,S,Diptera,,,Unidentified_fly,Unidentified_fly,Unid_fly,unkn,stationary,stationary,300,nothing,,nothing,0,nothing
CP,A,06-02-17,Day,Fran,I3,present,F,Diptera,,,Unidentified_fly,Unidentified_fly,Unid_small_fly,unkn,stationary,stationary,180,nothing,,nothing,0,nothing
CP,A,06-02-17,Day,Fran,K1,absent,F,Diptera,,,Unidentified_fly,Unidentified_fly,Unid_small_fly,unkn,stationary,stationary,300,nothing,,nothing,0,nothing
CP,A,06-02-17,Day,Fran,K9,present,S,Diptera,,,Unidentified_fly,Unidentified_fly,Unid_small_fly,unkn,stationary,stationary,300,nothing,,nothing,0,nothing
CP,A,06-02-17,Day,Fran,J4,present,F,Diptera,,,Unidentified_fly,Unidentified_fly,Unid_small_fly_a,unkn,stationary,stationary,180,nothing,,nothing,0,nothing
CP,A,06-02-17,Day,Fran,J4,present,F,Diptera,,,Unidentified_fly,Unidentified_fly,Unid_small_fly_b,unkn,stationary,stationary,300,nothing,,nothing,0,nothing
CP,A,06-02-17,Night,Pier,K1,absent,F,Diptera,Nematocera,,Unidentified_fly,Unidentified_fly,Unid_clear_small_midge,unkn,stationary,stationary,300,nothing,,nothing,0,nothing
CP,A,06-02-17,Night,Pier,K1,absent,F,Diptera,Brachycera,,Unidentified_fly,Unidentified_fly,Unid_drosophilid,unkn,stationary,stationary,300,nothing,,nothing,0,nothing
CP,A,06-02-17,Night,Pier,L8,absent,S,Diptera,Brachycera,,Unidentified_fly,Unidentified_fly,Unid_drosophilid,unkn,stationary,stationary,180,nothing,,nothing,0,nothing
CP,A,06-02-17,Night,Pier,E1,absent,F,Diptera,Brachycera,,Unidentified_fly,Unidentified_fly,Unid_green_fly_AG,unkn,stationary,stationary,300,nothing,,nothing,0,nothing
CP,A,06-02-17,Night,Pier,I6,absent,S,Diptera,Brachycera,,Unidentified_fly,Unidentified_fly,Unid_small_drosophilid,unkn,stationary,stationary,300,nothing,,nothing,0,nothing
CP,A,06-02-17,Night,Pier,I3,present,S,Diptera,Brachycera,,Unidentified_fly,Unidentified_fly,Unid_small_drosophilid_a,unkn,stationary,stationary,300,nothing,,nothing,0,nothing
CP,A,06-02-17,Night,Pier,I3,present,S,Diptera,Brachycera,,Unidentified_fly,Unidentified_fly,Unid_small_drosophilid_b,unkn,stationary,stationary,300,nothing,,nothing,0,nothing
CP,A,06-02-17,Night,Pier,K9,present,S,Diptera,Nematocera,,Unidentified_fly,Unidentified_fly,Unid_small_midge,unkn,stationary,stationary,30,nothing,,nothing,0,nothing
CP,A,06-02-17,Night,Pier,K9,present,S,Lepidoptera,,,Unidentified_lepidoptera,Unidentified_lepidoptera,Unid_caterpillar_hanging_from_thread,herb,stationary,stationary,60,nothing,,nothing,0,nothing
CP,A,06-02-17,Night,Pier,K1,absent,F,Lepidoptera,,,Unidentified_lepidoptera,Unidentified_lepidoptera,Unid_grey_triangular_moth,unkn,stationary,stationary,300,nothing,,nothing,0,nothing
CP,A,06-02-17,Day,Fran,K1,absent,S,Unknown,,,Unidentified_small_H/D,Unidentified_small_H/D,Small_H/D,unkn,stationary,stationary,300,nothing,,nothing,0,nothing
CP,A,06-02-17,Day,Fran,I7,present,S,Hymenoptera,Apocrita,,Unidentified_wasp,Unidentified_wasp,Unid_small_black_wasp,para,stationary,stationary,60,nothing,,nothing,0,nothing
CP,A,06-02-17,Day,Fran,L6,present,F,Hymenoptera,Apocrita,Formicidae,Ant_M,caAnt_M,caAnt_M,pred,carrying_food,transporting,20,nothing,,nothing,0,nothing
CP,A,06-02-17,Day,Fran,K1,absent,F,Hymenoptera,Apocrita,Formicidae,NewSp_leaf_cutter_ant,NewSp_leaf_cutter_ant,NewSp_leaf_cutter_ant_a,herb,carrying_food,transporting,60,nothing,,nothing,0,nothing
CP,A,06-02-17,Day,Fran,K1,absent,F,Hymenoptera,Apocrita,Formicidae,NewSp_leaf_cutter_ant,NewSp_leaf_cutter_ant,NewSp_leaf_cutter_ant_b,herb,carrying_food,transporting,60,nothing,,nothing,0,nothing
CP,A,06-02-17,Night,Pier,I3,present,F,Diptera,Nematocera,Culicidae,Unidentified_fly,Unidentified_fly,Unid_mozzie,hema,attacking_me,,3,nothing,,nothing,0,nothing
CP,A,06-02-17,Night,Pier,L8,absent,S,Diptera,Nematocera,Culicidae,Unidentified_fly,Unidentified_fly,Unid_mozzie,hema,attacking_me,,10,nothing,,nothing,0,nothing
CP,A,06-02-17,Day,Fran,L8,absent,F,Hymenoptera,Apocrita,Formicidae,Ant_M,caAnt_M,caAnt_M,pred,exploring,mobile,300,remote_sensing,neg,caAnt_V_a,1,avoidance
CP,A,06-02-17,Day,Fran,L8,absent,F,Hymenoptera,Apocrita,Formicidae,Ant_M,caAnt_M,caAnt_M,pred,exploring,mobile,300,remote_sensing,neg,caAnt_V_b,1,avoidance
CP,A,06-02-17,Night,Pier,J3,present,S,Hymenoptera,Apocrita,Formicidae,Ant_N,caAnt_N,caAnt_N_a,pred,exploring,mobile,300,remote_sensing,neg,Ant_A_a,1,avoidance
CP,A,06-02-17,Night,Pier,J3,present,S,Hymenoptera,Apocrita,Formicidae,Ant_N,caAnt_N,caAnt_N_b,pred,exploring,mobile,15,remote_sensing,neg,Ant_A_a,1,flight
CP,A,06-02-17,Day,Fran,L8,absent,F,Hemiptera,Sternorrhyncha,Aphididae,Aphid_A,Aphid_A,Aphid_A_a,herb,feeding/stationary,herb_feeding,300,tended,pos,caAnt_V_a,100,honeydew
CP,A,06-02-17,Day,Fran,L8,absent,F,Hemiptera,Sternorrhyncha,Aphididae,Aphid_A,Aphid_A,Aphid_A_a,herb,feeding/stationary,herb_feeding,300,tended,pos,caAnt_V_b,100,honeydew
CP,A,06-02-17,Day,Fran,I4,absent,F,Hemiptera,Sternorrhyncha,Aphididae,Aphid_A,Aphid_A,Aphid_A_a,herb,feeding/stationary,herb_feeding,300,tended,pos,Unid_black_ant_a,60,honeydew
CP,A,06-02-17,Day,Fran,I4,absent,F,Hemiptera,Sternorrhyncha,Aphididae,Aphid_A,Aphid_A,Aphid_A_a,herb,feeding/stationary,herb_feeding,300,tended,pos,Unid_black_ant_b,60,honeydew
CP,A,06-02-17,Day,Fran,L8,absent,F,Hemiptera,Sternorrhyncha,Aphididae,Aphid_A,Aphid_A,Aphid_A_b,herb,feeding/stationary,herb_feeding,300,tended,pos,caAnt_V_a,100,honeydew
CP,A,06-02-17,Day,Fran,L8,absent,F,Hemiptera,Sternorrhyncha,Aphididae,Aphid_A,Aphid_A,Aphid_A_b,herb,feeding/stationary,herb_feeding,300,tended,pos,caAnt_V_b,100,honeydew
CP,A,06-02-17,Day,Fran,I4,absent,F,Hemiptera,Sternorrhyncha,Aphididae,Aphid_A,Aphid_A,Aphid_A_b,herb,feeding/stationary,herb_feeding,300,tended,pos,Unid_black_ant_a,60,honeydew
CP,A,06-02-17,Day,Fran,I4,absent,F,Hemiptera,Sternorrhyncha,Aphididae,Aphid_A,Aphid_A,Aphid_A_b,herb,feeding/stationary,herb_feeding,300,tended,pos,Unid_black_ant_b,60,honeydew
CP,A,06-02-17,Day,Fran,L8,absent,F,Hemiptera,Sternorrhyncha,Aphididae,Aphid_A,Aphid_A,Aphid_A_c,herb,feeding/stationary,herb_feeding,300,tended,pos,caAnt_V_a,100,honeydew
CP,A,06-02-17,Day,Fran,L8,absent,F,Hemiptera,Sternorrhyncha,Aphididae,Aphid_A,Aphid_A,Aphid_A_c,herb,feeding/stationary,herb_feeding,300,tended,pos,caAnt_V_b,100,honeydew
CP,A,06-02-17,Day,Fran,I4,absent,F,Hemiptera,Sternorrhyncha,Aphididae,Aphid_A,Aphid_A,Aphid_A_c,herb,feeding/stationary,herb_feeding,300,tended,pos,Unid_black_ant_a,60,honeydew
CP,A,06-02-17,Day,Fran,I4,absent,F,Hemiptera,Sternorrhyncha,Aphididae,Aphid_A,Aphid_A,Aphid_A_c,herb,feeding/stationary,herb_feeding,300,tended,pos,Unid_black_ant_b,60,honeydew
CP,A,06-02-17,Day,Fran,I4,absent,F,Hemiptera,Sternorrhyncha,Aphididae,Aphid_A,Aphid_A,Aphid_A_d,herb,feeding/stationary,herb_feeding,300,tended,pos,Unid_black_ant_a,60,honeydew
CP,A,06-02-17,Day,Fran,I4,absent,F,Hemiptera,Sternorrhyncha,Aphididae,Aphid_A,Aphid_A,Aphid_A_d,herb,feeding/stationary,herb_feeding,300,tended,pos,Unid_black_ant_b,60,honeydew
CP,A,06-02-17,Day,Fran,I4,absent,F,Hemiptera,Sternorrhyncha,Aphididae,Aphid_A,Aphid_A,Aphid_A_e,herb,feeding/stationary,herb_feeding,300,tended,pos,Unid_black_ant_a,60,honeydew
CP,A,06-02-17,Day,Fran,I4,absent,F,Hemiptera,Sternorrhyncha,Aphididae,Aphid_A,Aphid_A,Aphid_A_e,herb,feeding/stationary,herb_feeding,300,tended,pos,Unid_black_ant_b,60,honeydew
CP,A,06-02-17,Night,Pier,I6,absent,F,Hemiptera,Sternorrhyncha,Aphididae,NewSp_green_aphid_a,NewSp_green_aphid_a,NewSp_green_aphid_a,herb,feeding/stationary,herb_feeding,300,tended,pos,Ant_J,30,honeydew
CP,A,06-02-17,Night,Pier,I6,absent,F,Hemiptera,Sternorrhyncha,Aphididae,NewSp_green_aphid_a,NewSp_green_aphid_a,NewSp_green_aphid_b,herb,feeding/stationary,herb_feeding,300,tended,pos,Ant_J,30,honeydew
CP,A,06-02-17,Night,Pier,J3,present,F,Hemiptera,Sternorrhyncha,Coccoidea,NewSp_green_scale,NewSp_green_scale,NewSp_green_scale_a,herb,feeding/stationary,herb_feeding,300,tended,pos,Ant_A_a,300,honeydew
CP,A,06-02-17,Night,Pier,J3,present,F,Hemiptera,Sternorrhyncha,Coccoidea,NewSp_green_scale,NewSp_green_scale,NewSp_green_scale_b,herb,feeding/stationary,herb_feeding,300,tended,pos,Ant_A_b,300,honeydew
CP,A,06-02-17,Night,Pier,J3,present,F,Hemiptera,Sternorrhyncha,Coccoidea,NewSp_green_scale,NewSp_green_scale,NewSp_green_scale_c,herb,feeding/stationary,herb_feeding,300,tended,pos,Ant_A_c,300,honeydew
CP,A,06-02-17,Night,Pier,J3,present,F,Hemiptera,Sternorrhyncha,Coccoidea,NewSp_green_scale,NewSp_green_scale,NewSp_green_scale_d,herb,feeding/stationary,herb_feeding,300,tended,pos,Ant_A_d,300,honeydew
CP,A,06-02-17,Night,Pier,J3,present,F,Hymenoptera,Apocrita,Formicidae,Ant_A,Ant_A,Ant_A_a,pred,tending,tending,300,tending,pos,NewSp_green_scale_a,300,honeydew
CP,A,06-02-17,Night,Pier,J3,present,F,Hymenoptera,Apocrita,Formicidae,Ant_A,Ant_A,Ant_A_b,pred,tending,tending,300,tending,pos,NewSp_green_scale_b,300,honeydew
CP,A,06-02-17,Night,Pier,J3,present,F,Hymenoptera,Apocrita,Formicidae,Ant_A,Ant_A,Ant_A_c,pred,tending,tending,300,tending,pos,NewSp_green_scale_c,300,honeydew
CP,A,06-02-17,Night,Pier,J3,present,F,Hymenoptera,Apocrita,Formicidae,Ant_A,Ant_A,Ant_A_d,pred,tending,tending,300,tending,pos,NewSp_green_scale_d,300,honeydew
CP,A,06-02-17,Day,Fran,I4,absent,F,Hymenoptera,Apocrita,Formicidae,Ant_E,Ant_E,Ant_E_a,pred,tending,tending,300,tending,pos,Aphid_A_a,60,honeydew
CP,A,06-02-17,Day,Fran,I4,absent,F,Hymenoptera,Apocrita,Formicidae,Ant_E,Ant_E,Ant_E_a,pred,tending,tending,300,tending,pos,Aphid_A_b,60,honeydew
CP,A,06-02-17,Day,Fran,I4,absent,F,Hymenoptera,Apocrita,Formicidae,Ant_E,Ant_E,Ant_E_a,pred,tending,tending,300,tending,pos,Aphid_A_c,60,honeydew
CP,A,06-02-17,Day,Fran,I4,absent,F,Hymenoptera,Apocrita,Formicidae,Ant_E,Ant_E,Ant_E_a,pred,tending,tending,300,tending,pos,Aphid_A_d,60,honeydew
CP,A,06-02-17,Day,Fran,I4,absent,F,Hymenoptera,Apocrita,Formicidae,Ant_E,Ant_E,Ant_E_a,pred,tending,tending,300,tending,pos,Aphid_A_e,60,honeydew
CP,A,06-02-17,Day,Fran,I4,absent,F,Hymenoptera,Apocrita,Formicidae,Ant_E,Ant_E,Ant_E_b,pred,tending,tending,300,tending,pos,Aphid_A_a,60,honeydew
CP,A,06-02-17,Day,Fran,I4,absent,F,Hymenoptera,Apocrita,Formicidae,Ant_E,Ant_E,Ant_E_b,pred,tending,tending,300,tending,pos,Aphid_A_b,60,honeydew
CP,A,06-02-17,Day,Fran,I4,absent,F,Hymenoptera,Apocrita,Formicidae,Ant_E,Ant_E,Ant_E_b,pred,tending,tending,300,tending,pos,Aphid_A_c,60,honeydew
CP,A,06-02-17,Day,Fran,I4,absent,F,Hymenoptera,Apocrita,Formicidae,Ant_E,Ant_E,Ant_E_b,pred,tending,tending,300,tending,pos,Aphid_A_d,60,honeydew
CP,A,06-02-17,Day,Fran,I4,absent,F,Hymenoptera,Apocrita,Formicidae,Ant_E,Ant_E,Ant_E_b,pred,tending,tending,300,tending,pos,Aphid_A_e,60,honeydew
CP,A,06-02-17,Night,Pier,I6,absent,F,Hymenoptera,Apocrita,Formicidae,Ant_J,Ant_J,Ant_J,pred,tending,tending,30,tending,pos,NewSp_green_aphid_a,30,honeydew
CP,A,06-02-17,Night,Pier,I6,absent,F,Hymenoptera,Apocrita,Formicidae,Ant_J,Ant_J,Ant_J,pred,tending,tending,30,tending,pos,NewSp_green_aphid_b,30,honeydew
CP,A,06-02-17,Day,Fran,L8,absent,F,Hymenoptera,Apocrita,Formicidae,Ant_V,caAnt_V,caAnt_V_a,pred,tending,tending,100,tending,pos,Aphid_A_a,100,honeydew
CP,A,06-02-17,Day,Fran,L8,absent,F,Hymenoptera,Apocrita,Formicidae,Ant_V,caAnt_V,caAnt_V_a,pred,tending,tending,100,tending,pos,Aphid_A_b,100,honeydew
CP,A,06-02-17,Day,Fran,L8,absent,F,Hymenoptera,Apocrita,Formicidae,Ant_V,caAnt_V,caAnt_V_a,pred,tending,tending,100,tending,pos,Aphid_A_b,100,honeydew
CP,A,06-02-17,Day,Fran,L8,absent,F,Hymenoptera,Apocrita,Formicidae,Ant_V,caAnt_V,caAnt_V_a,pred,tending,tending,100,tending,pos,Aphid_A_c,100,honeydew
CP,A,06-02-17,Day,Fran,L8,absent,F,Hymenoptera,Apocrita,Formicidae,Ant_V,caAnt_V,caAnt_V_a,pred,tending,tending,100,tending,pos,Aphid_A_c,100,honeydew
CP,A,06-02-17,Day,Fran,L8,absent,F,Hymenoptera,Apocrita,Formicidae,Ant_V,caAnt_V,caAnt_V_b,pred,tending,tending,100,tending,pos,Aphid_A_a,100,honeydew
CP,B,06-05-17,Day,Pier,F4,present,F,Hymenoptera,Apocrita,Formicidae,Ant_AC,caAnt_AC,caAnt_AC,pred,exploring,mobile,300,attack,neg,Unid_small_drosophilid,1,miss
CP,B,06-05-17,Night,Fran,H1,absent,S,Araneae,,,Spider_K,caSpider_K,caSpider_K,pred,exploring,mobile,300,attack,neg,caWasp_AW,5,miss
CP,B,06-05-17,Day,Pier,I1,absent,S,Hemiptera,Heteroptera,Geocoridae,Hemiptera_J,Hemiptera_J,Hemiptera_J,pred,exploring,mobile,90,attack,neg,Unid_barklouse_nymph,210,success
CP,B,06-05-17,Day,Pier,F4,present,F,Diptera,Brachycera,,Unidentified_fly,Unidentified_fly,Unid_small_drosophilid,unkn,exploring,mobile,5,attacked,neg,caAnt_AC,1,flight
CP,B,06-05-17,Night,Fran,H1,absent,S,Hymenoptera,Apocrita,,Wasp_AW,caWasp_AW,caWasp_AW,para,stationary,stationary,20,attacked,neg,caSpider_K,5,flight
CP,B,06-05-17,Day,Pier,I1,absent,S,Psocoptera,,,Unidentified_barklouse,Unidentified_barklouse,Unid_barklouse_nymph,detr,stationary,stationary,90,attacked,neg,Hemiptera_J,210,death
CP,B,06-05-17,Day,Pier,I2,absent,F,Hemiptera,Heteroptera,Geocoridae,Hemiptera_J,Hemiptera_J,Hemiptera_J_a,pred,mating,reproduction,300,mating,pos,Hemiptera_J_b,300,mating
CP,B,06-05-17,Day,Pier,I2,absent,F,Hemiptera,Heteroptera,Geocoridae,Hemiptera_J,Hemiptera_J,Hemiptera_J_b,pred,mating,reproduction,300,mating,pos,Hemiptera_J_a,300,mating
CP,B,06-05-17,Day,Pier,F4,present,F,Hemiptera,Sternorrhyncha,Aphididae,Aphid_A,Aphid_A,Aphid_A_a,herb,feeding/stationary,herb_feeding,300,nothing,,nothing,0,nothing
CP,B,06-05-17,Day,Pier,F4,present,F,Hemiptera,Sternorrhyncha,Aphididae,Aphid_A,Aphid_A,Aphid_A_aa,herb,feeding/stationary,herb_feeding,300,nothing,,nothing,0,nothing
CP,B,06-05-17,Day,Pier,F4,present,F,Hemiptera,Sternorrhyncha,Aphididae,Aphid_A,Aphid_A,Aphid_A_ab,herb,feeding/stationary,herb_feeding,300,nothing,,nothing,0,nothing
CP,B,06-05-17,Day,Pier,F4,present,F,Hemiptera,Sternorrhyncha,Aphididae,Aphid_A,Aphid_A,Aphid_A_ac,herb,feeding/stationary,herb_feeding,300,nothing,,nothing,0,nothing
CP,B,06-05-17,Day,Pier,F4,present,F,Hemiptera,Sternorrhyncha,Aphididae,Aphid_A,Aphid_A,Aphid_A_ad,herb,feeding/stationary,herb_feeding,300,nothing,,nothing,0,nothing
CP,B,06-05-17,Day,Pier,F4,present,F,Hemiptera,Sternorrhyncha,Aphididae,Aphid_A,Aphid_A,Aphid_A_ae,herb,feeding/stationary,herb_feeding,300,nothing,,nothing,0,nothing
CP,B,06-05-17,Day,Pier,F4,present,F,Hemiptera,Sternorrhyncha,Aphididae,Aphid_A,Aphid_A,Aphid_A_af,herb,feeding/stationary,herb_feeding,300,nothing,,nothing,0,nothing
CP,B,06-05-17,Day,Pier,F4,present,F,Hemiptera,Sternorrhyncha,Aphididae,Aphid_A,Aphid_A,Aphid_A_ag,herb,feeding/stationary,herb_feeding,300,nothing,,nothing,0,nothing
CP,B,06-05-17,Day,Pier,F4,present,F,Hemiptera,Sternorrhyncha,Aphididae,Aphid_A,Aphid_A,Aphid_A_ah,herb,feeding/stationary,herb_feeding,300,nothing,,nothing,0,nothing
CP,B,06-05-17,Day,Pier,F4,present,F,Hemiptera,Sternorrhyncha,Aphididae,Aphid_A,Aphid_A,Aphid_A_ai,herb,feeding/stationary,herb_feeding,300,nothing,,nothing,0,nothing
CP,B,06-05-17,Day,Pier,F4,present,F,Hemiptera,Sternorrhyncha,Aphididae,Aphid_A,Aphid_A,Aphid_A_aj,herb,feeding/stationary,herb_feeding,300,nothing,,nothing,0,nothing
CP,B,06-05-17,Day,Pier,F4,present,F,Hemiptera,Sternorrhyncha,Aphididae,Aphid_A,Aphid_A,Aphid_A_ak,herb,feeding/stationary,herb_feeding,300,nothing,,nothing,0,nothing
CP,B,06-05-17,Day,Pier,F4,present,F,Hemiptera,Sternorrhyncha,Aphididae,Aphid_A,Aphid_A,Aphid_A_al,herb,feeding/stationary,herb_feeding,300,nothing,,nothing,0,nothing
CP,B,06-05-17,Day,Pier,F4,present,F,Hemiptera,Sternorrhyncha,Aphididae,Aphid_A,Aphid_A,Aphid_A_am,herb,feeding/stationary,herb_feeding,300,nothing,,nothing,0,nothing
CP,B,06-05-17,Day,Pier,F4,present,F,Hemiptera,Sternorrhyncha,Aphididae,Aphid_A,Aphid_A,Aphid_A_an,herb,feeding/stationary,herb_feeding,300,nothing,,nothing,0,nothing
CP,B,06-05-17,Day,Pier,F4,present,F,Hemiptera,Sternorrhyncha,Aphididae,Aphid_A,Aphid_A,Aphid_A_ao,herb,feeding/stationary,herb_feeding,300,nothing,,nothing,0,nothing
CP,B,06-05-17,Day,Pier,F4,present,F,Hemiptera,Sternorrhyncha,Aphididae,Aphid_A,Aphid_A,Aphid_A_ap,herb,feeding/stationary,herb_feeding,300,nothing,,nothing,0,nothing
CP,B,06-05-17,Day,Pier,F4,present,F,Hemiptera,Sternorrhyncha,Aphididae,Aphid_A,Aphid_A,Aphid_A_aq,herb,feeding/stationary,herb_feeding,300,nothing,,nothing,0,nothing
