Site;Sampling;Day;Tree;Treatment;Square;Bromeliad_#;Distance;Diameter;Longest_leaf_length;
DO;B;20.05.2017;I1;w;iv;b;351.6;4.5;33.3;
DO;B;20.05.2017;H18;w;i;a;88.7;5.8;43.4;
DO;B;20.05.2017;H18;w;i;b;163.3;5.2;34.1;
DO;B;20.05.2017;H18;w;i;c;346.7;4.9;33.8;
DO;B;20.05.2017;H18;w;i;d;346.7;4.7;31.6;
DO;B;20.05.2017;H18;w;i;e;330.2;6.8;46.8;
DO;B;20.05.2017;H18;w;ii;a;258.1;5.8;43.4;
DO;B;20.05.2017;H18;w;ii;b;266.6;5.2;34.1;
DO;B;20.05.2017;H18;w;ii;c;367.1;4.9;33.8;
DO;B;20.05.2017;H18;w;ii;d;367.1;4.7;31.6;
DO;B;20.05.2017;H18;w;ii;e;266.7;6.8;46.8;
DO;B;20.05.2017;H18;w;iii;a;383.8;5.8;43.4;
DO;B;20.05.2017;H18;w;iii;b;326.9;5.2;34.1;
DO;B;20.05.2017;H18;w;iii;c;180.9;4.9;33.8;
DO;B;20.05.2017;H18;w;iii;d;180.9;4.7;31.6;
DO;B;20.05.2017;H18;w;iii;e;167.5;6.8;46.8;
DO;B;20.05.2017;H18;w;iv;a;185.8;5.8;43.4;
DO;B;20.05.2017;H18;w;iv;b;202.7;5.2;34.1;
DO;B;20.05.2017;H18;w;iv;c;197;4.9;33.8;
DO;B;20.05.2017;H18;w;iv;d;297;4.7;31.6;
DO;B;20.05.2017;H18;w;iv;e;349;6.8;46.8;
